code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,24291_date,24291_score,24292_date,24292_score,24293_date,24293_score,24294_date,24294_score,24295_date,24295_score,24296_date,24296_score,24297_date,24297_score,24298_date,24298_score,24299_date,24299_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
CCC,2014J,61236,M,South West Region,HE Qualification,50-60%,35-55,0,110,N,Withdrawn,-23.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,193.0,0.0,83.0,0.0,170.0,23.0,17.0,14.0
CCC,2014J,63371,M,Ireland,Lower Than A Level,NA,0-35,0,30,N,Pass,-32.0,NA,31.0,94.0,109.0,88.0,158.0,81.0,206.0,80.0,21.0,67.0,69.0,89.0,147.0,71.0,219.0,94.0,248.0,46.0,618.0,463.0,3.0,51.0,2.0,1644.0,163.0,374.0,26.0
CCC,2014J,67685,M,South Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,-137.0,-4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
CCC,2014J,69494,F,Yorkshire Region,No Formal quals,20-30%,0-35,1,150,N,Withdrawn,-25.0,177.0,45.0,62.0,NA,NA,NA,NA,NA,NA,21.0,0.0,69.0,0.0,147.0,0.0,NA,NA,NA,NA,110.0,285.0,0.0,10.0,0.0,778.0,65.0,189.0,11.0
CCC,2014J,70214,M,Wales,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-17.0,33.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,33.0,NA,NA,NA,NA,NA,NA,NA,NA,12.0,52.0,1.0,62.0,0.0,189.0,30.0,21.0,2.0
CCC,2014J,70495,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-52.0,NA,29.0,96.0,106.0,95.0,155.0,91.0,199.0,93.0,21.0,78.0,69.0,89.0,147.0,83.0,219.0,94.0,244.0,84.0,529.0,289.0,4.0,97.0,2.0,875.0,62.0,121.0,0.0
CCC,2014J,71723,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,-65.0,NA,37.0,76.0,114.0,80.0,NA,NA,NA,NA,21.0,56.0,69.0,79.0,147.0,25.0,NA,NA,NA,NA,71.0,103.0,0.0,8.0,0.0,239.0,17.0,45.0,3.0
CCC,2014J,72609,F,Wales,Lower Than A Level,50-60%,35-55,0,120,N,Fail,-23.0,NA,32.0,84.0,116.0,55.0,168.0,25.0,207.0,65.0,21.0,67.0,69.0,55.0,147.0,46.0,219.0,38.0,245.0,24.0,1677.0,713.0,10.0,673.0,1.0,2843.0,92.0,350.0,19.0
CCC,2014J,73664,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-88.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,24.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0
CCC,2014J,74290,M,Scotland,Lower Than A Level,10-20,0-35,1,30,N,Withdrawn,-124.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,-1.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,29.0,0.0,2.0,0.0,0.0,10.0,4.0,1.0
CCC,2014J,76949,M,London Region,HE Qualification,50-60%,35-55,0,30,N,Pass,-37.0,NA,29.0,94.0,109.0,89.0,175.0,88.0,207.0,28.0,21.0,89.0,69.0,78.0,147.0,88.0,219.0,92.0,244.0,90.0,91.0,244.0,3.0,275.0,5.0,577.0,96.0,162.0,29.0
CCC,2014J,79461,M,Scotland,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,-16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014J,80243,F,North Western Region,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn,-150.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014J,80329,M,South Region,Lower Than A Level,80-90%,0-35,1,90,N,Pass,-14.0,NA,32.0,74.0,116.0,19.0,176.0,98.0,207.0,100.0,NA,NA,69.0,94.0,147.0,79.0,219.0,96.0,244.0,60.0,360.0,348.0,188.0,1260.0,0.0,931.0,67.0,174.0,19.0
CCC,2014J,80491,M,Scotland,Lower Than A Level,10-20,35-55,0,115,N,Withdrawn,-58.0,198.0,32.0,86.0,116.0,58.0,158.0,19.0,NA,NA,21.0,78.0,NA,NA,147.0,18.0,NA,NA,NA,NA,97.0,80.0,0.0,2.0,0.0,118.0,13.0,20.0,0.0
CCC,2014J,80868,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,44.0,69.0,90.0,147.0,97.0,219.0,92.0,244.0,70.0,5584.0,7059.0,20.0,6110.0,8.0,4295.0,344.0,596.0,123.0
CCC,2014J,88758,M,North Region,Post Graduate Qualification,NA,35-55,1,150,N,Withdrawn,-29.0,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,9.0,0.0,1.0,0.0,1.0,30.0,9.0,1.0
CCC,2014J,91040,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-108.0,230.0,NA,NA,109.0,60.0,NA,NA,NA,NA,21.0,67.0,69.0,28.0,147.0,15.0,NA,NA,NA,NA,0.0,67.0,0.0,0.0,0.0,327.0,13.0,38.0,1.0
CCC,2014J,94978,M,North Region,Post Graduate Qualification,NA,35-55,0,90,N,Withdrawn,-143.0,111.0,32.0,64.0,NA,NA,NA,NA,NA,NA,21.0,78.0,69.0,67.0,NA,NA,NA,NA,NA,NA,278.0,212.0,1.0,359.0,0.0,279.0,45.0,52.0,8.0
CCC,2014J,96864,M,West Midlands Region,HE Qualification,20-30%,0-35,0,30,N,Withdrawn,-15.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0,0.0,NA,NA,NA,NA,NA,NA,6.0,23.0,0.0,4.0,0.0,30.0,20.0,11.0,2.0
CCC,2014J,96874,F,South East Region,Lower Than A Level,60-70%,0-35,0,90,N,Fail,-36.0,NA,32.0,92.0,NA,NA,NA,NA,NA,NA,21.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,51.0,0.0,8.0,0.0,64.0,14.0,26.0,1.0
CCC,2014J,100788,M,Scotland,HE Qualification,80-90%,0-35,1,60,N,Distinction,-103.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,100.0,69.0,87.0,147.0,90.0,219.0,83.0,244.0,96.0,140.0,264.0,1.0,40.0,1.0,623.0,71.0,94.0,27.0
CCC,2014J,101700,M,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,-49.0,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014J,102209,F,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-57.0,109.0,32.0,56.0,NA,NA,NA,NA,NA,NA,21.0,56.0,69.0,51.0,NA,NA,NA,NA,NA,NA,134.0,100.0,0.0,3.0,0.0,222.0,28.0,45.0,3.0
CCC,2014J,104480,M,North Region,No Formal quals,NA,0-35,0,120,N,Fail,-121.0,NA,NA,NA,107.0,87.0,154.0,95.0,207.0,59.0,21.0,89.0,69.0,98.0,147.0,96.0,219.0,92.0,NA,NA,0.0,42.0,0.0,2.0,0.0,133.0,6.0,20.0,0.0
CCC,2014J,105168,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,89.0,69.0,78.0,147.0,88.0,NA,NA,NA,NA,15.0,89.0,1.0,26.0,0.0,298.0,34.0,72.0,5.0
CCC,2014J,105413,M,South West Region,HE Qualification,70-80%,35-55,0,100,N,Pass,-43.0,NA,31.0,96.0,110.0,80.0,158.0,47.0,207.0,32.0,21.0,89.0,69.0,86.0,147.0,60.0,219.0,42.0,244.0,70.0,33.0,194.0,0.0,75.0,4.0,357.0,117.0,168.0,15.0
CCC,2014J,107883,F,North Western Region,HE Qualification,30-40%,35-55,0,90,N,Withdrawn,-82.0,68.0,31.0,98.0,NA,NA,NA,NA,NA,NA,21.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,273.0,118.0,0.0,17.0,0.0,145.0,30.0,41.0,2.0
CCC,2014J,109577,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-50.0,NA,33.0,76.0,109.0,36.0,158.0,56.0,NA,NA,21.0,100.0,69.0,83.0,147.0,60.0,219.0,21.0,245.0,26.0,168.0,178.0,0.0,1.0,3.0,1564.0,40.0,59.0,5.0
CCC,2014J,112454,M,South East Region,HE Qualification,90-100%,0-35,0,30,N,Pass,-123.0,NA,32.0,98.0,102.0,93.0,158.0,91.0,207.0,95.0,21.0,78.0,69.0,66.0,147.0,81.0,219.0,17.0,245.0,66.0,103.0,276.0,11.0,341.0,0.0,246.0,69.0,81.0,4.0
CCC,2014J,114367,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-51.0,NA,33.0,92.0,109.0,90.0,158.0,83.0,206.0,94.0,21.0,100.0,69.0,94.0,147.0,88.0,219.0,92.0,244.0,78.0,813.0,376.0,1.0,55.0,3.0,561.0,129.0,269.0,27.0
CCC,2014J,119310,M,North Western Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,-30.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,33.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,17.0,0.0,1.0,0.0,68.0,19.0,7.0,1.0
CCC,2014J,120236,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,100,N,Fail,-3.0,NA,32.0,52.0,109.0,64.0,163.0,22.0,208.0,49.0,21.0,67.0,69.0,44.0,147.0,46.0,219.0,29.0,244.0,26.0,21.0,160.0,7.0,405.0,0.0,551.0,53.0,77.0,7.0
CCC,2014J,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,1,60,Y,Pass,-28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,89.0,69.0,100.0,147.0,83.0,219.0,81.0,244.0,76.0,109.0,177.0,10.0,6.0,0.0,345.0,18.0,67.0,8.0
CCC,2014J,124711,M,London Region,Lower Than A Level,10-20,55<=,0,60,N,Withdrawn,-155.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,44.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,58.0,0.0,2.0,0.0,78.0,32.0,20.0,6.0
CCC,2014J,125777,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Withdrawn,-29.0,87.0,31.0,98.0,NA,NA,NA,NA,NA,NA,21.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,121.0,112.0,2.0,9.0,0.0,116.0,31.0,39.0,8.0
CCC,2014J,126812,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-46.0,111.0,31.0,48.0,110.0,31.0,NA,NA,NA,NA,21.0,56.0,69.0,56.0,NA,NA,NA,NA,NA,NA,132.0,118.0,0.0,5.0,0.0,301.0,23.0,80.0,2.0
CCC,2014J,128072,M,Scotland,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,-15.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,51.0,1.0,9.0,0.0,62.0,13.0,14.0,2.0
CCC,2014J,128510,F,Scotland,Lower Than A Level,50-60%,0-35,1,120,N,Pass,-156.0,NA,-1.0,90.0,NA,NA,NA,NA,NA,NA,-1.0,70.0,69.0,89.0,147.0,96.0,219.0,94.0,244.0,84.0,69.0,113.0,0.0,16.0,1.0,173.0,42.0,45.0,0.0
CCC,2014J,129198,F,North Western Region,HE Qualification,20-30%,35-55,1,60,Y,Withdrawn,37.0,173.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,11.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0
CCC,2014J,130671,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-150.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,62.0,67.0,0.0,1.0,0.0,67.0,8.0,13.0,1.0
CCC,2014J,131222,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-143.0,NA,31.0,90.0,108.0,94.0,157.0,84.0,205.0,93.0,21.0,89.0,69.0,100.0,147.0,60.0,219.0,85.0,244.0,54.0,107.0,380.0,10.0,526.0,0.0,651.0,38.0,125.0,2.0
CCC,2014J,131663,M,Scotland,A Level or Equivalent,40-50%,0-35,1,30,N,Fail,-18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,21.0,0.0,2.0,0.0,3.0,11.0,9.0,2.0
CCC,2014J,131933,M,Scotland,Post Graduate Qualification,60-70%,35-55,1,30,N,Pass,-64.0,NA,NA,NA,NA,NA,NA,NA,207.0,74.0,NA,NA,NA,NA,147.0,93.0,219.0,88.0,244.0,46.0,10.0,81.0,0.0,0.0,1.0,1076.0,3.0,44.0,1.0
CCC,2014J,132423,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,Withdrawn,-45.0,12.0,32.0,90.0,NA,NA,NA,NA,NA,NA,21.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,36.0,24.0,0.0,2.0,0.0,47.0,3.0,9.0,0.0
CCC,2014J,133419,M,North Western Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,-14.0,125.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,58.0,71.0,3.0,97.0,0.0,170.0,27.0,58.0,7.0
CCC,2014J,134190,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-70.0,32.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,133.0,73.0,0.0,1.0,0.0,119.0,14.0,19.0,4.0
CCC,2014J,134982,M,Wales,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-24.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,21.0,22.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,8.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0
CCC,2014J,136335,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Withdrawn,-25.0,217.0,32.0,84.0,108.0,88.0,158.0,96.0,208.0,87.0,21.0,100.0,69.0,98.0,147.0,90.0,NA,NA,NA,NA,139.0,112.0,0.0,2.0,0.0,481.0,16.0,34.0,8.0
CCC,2014J,137281,F,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Fail,-129.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,56.0,69.0,65.0,NA,NA,NA,NA,NA,NA,12.0,152.0,6.0,178.0,0.0,562.0,41.0,77.0,12.0
CCC,2014J,138861,M,London Region,HE Qualification,10-20,0-35,0,90,N,Distinction,-12.0,NA,31.0,98.0,110.0,85.0,158.0,96.0,212.0,87.0,21.0,100.0,69.0,97.0,147.0,100.0,219.0,92.0,243.0,94.0,70.0,202.0,0.0,5.0,7.0,349.0,75.0,99.0,11.0
CCC,2014J,138997,M,Scotland,A Level or Equivalent,60-70%,0-35,0,45,N,Fail,-116.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,56.0,69.0,40.0,147.0,23.0,219.0,33.0,245.0,30.0,34.0,91.0,0.0,2.0,0.0,175.0,6.0,33.0,3.0
CCC,2014J,142092,M,North Western Region,HE Qualification,20-30%,35-55,0,120,N,Distinction,-94.0,NA,NA,NA,70.0,98.0,147.0,92.0,160.0,96.0,21.0,100.0,69.0,100.0,147.0,96.0,219.0,100.0,244.0,100.0,1.0,181.0,0.0,109.0,1.0,730.0,126.0,77.0,1.0
CCC,2014J,144745,F,London Region,HE Qualification,20-30%,0-35,0,30,Y,Pass,-51.0,NA,29.0,86.0,107.0,68.0,157.0,66.0,206.0,80.0,21.0,78.0,69.0,69.0,147.0,63.0,219.0,33.0,245.0,56.0,52.0,121.0,1.0,121.0,1.0,336.0,67.0,91.0,6.0
CCC,2014J,145114,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,78.0,69.0,66.0,147.0,50.0,219.0,38.0,244.0,22.0,90.0,101.0,0.0,66.0,2.0,540.0,27.0,60.0,7.0
CCC,2014J,145490,M,London Region,Lower Than A Level,40-50%,35-55,0,180,N,Fail,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,56.0,69.0,68.0,147.0,47.0,219.0,40.0,243.0,22.0,2.0,180.0,0.0,90.0,0.0,718.0,41.0,80.0,10.0
CCC,2014J,145640,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,100.0,69.0,100.0,147.0,96.0,219.0,100.0,245.0,100.0,0.0,249.0,0.0,49.0,1.0,740.0,78.0,112.0,6.0
CCC,2014J,152626,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-154.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.0,72.0,0.0,104.0,0.0,125.0,20.0,33.0,7.0
CCC,2014J,153788,M,North Western Region,No Formal quals,20-30%,0-35,1,60,N,Withdrawn,-137.0,-106.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014J,155298,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-67.0,NA,31.0,84.0,107.0,74.0,157.0,65.0,206.0,67.0,21.0,78.0,69.0,83.0,147.0,54.0,219.0,56.0,244.0,62.0,35.0,155.0,0.0,3.0,0.0,190.0,39.0,45.0,2.0
CCC,2014J,155956,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,56.0,69.0,69.0,147.0,63.0,219.0,58.0,244.0,22.0,5.0,308.0,8.0,596.0,6.0,1052.0,31.0,161.0,8.0
CCC,2014J,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,-150.0,-5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCC,2014J,160536,F,South Region,Lower Than A Level,30-40%,0-35,0,180,Y,Pass,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,89.0,69.0,96.0,147.0,77.0,219.0,58.0,244.0,54.0,4.0,72.0,19.0,0.0,0.0,344.0,16.0,37.0,8.0
CCC,2014J,161781,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-38.0,72.0,36.0,56.0,NA,NA,NA,NA,NA,NA,21.0,44.0,NA,NA,NA,NA,NA,NA,NA,NA,38.0,52.0,0.0,41.0,0.0,29.0,23.0,7.0,5.0
