code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,14996_date,14996_score,14997_date,14997_score,14998_date,14998_score,14999_date,14999_score,15000_date,15000_score,15001_date,15001_score,15003_date,15003_score,15004_date,15004_score,15005_date,15005_score,15006_date,15006_score,15007_date,15007_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-117.0,NA,17.0,70.0,47.0,77.0,NA,NA,131.0,73.0,166.0,64.0,NA,NA,56.0,80.0,NA,NA,133.0,80.0,168.0,100.0,NA,NA,18.0,0.0,7.0,1.0,19.0,36.0,2.0,0.0,8.0,3.0
BBB,2013J,47855,F,Scotland,Lower Than A Level,10-20,35-55,3,300,N,Withdrawn,23.0,236.0,-1.0,41.0,-1.0,44.0,-1.0,42.0,-1.0,53.0,-1.0,45.0,-1.0,40.0,-1.0,60.0,-1.0,80.0,-1.0,40.0,-1.0,40.0,-1.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-92.0,NA,18.0,60.0,46.0,56.0,94.0,67.0,131.0,64.0,173.0,59.0,208.0,64.0,56.0,100.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,100.0,423.0,3.0,661.0,0.0,22.0,109.0,266.0,0.0,254.0,91.0
BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-146.0,NA,17.0,76.0,47.0,71.0,94.0,75.0,NA,NA,164.0,72.0,205.0,74.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,60.0,210.0,100.0,187.0,0.0,96.0,2.0,13.0,94.0,10.0,0.0,24.0,8.0
BBB,2013J,51301,F,Wales,Lower Than A Level,30-40%,0-35,2,60,Y,Withdrawn,-52.0,46.0,17.0,93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.0,2.0,189.0,1.0,6.0,0.0,23.0,0.0,24.0,16.0
BBB,2013J,52797,F,South West Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass,-54.0,NA,16.0,87.0,47.0,70.0,96.0,79.0,145.0,72.0,165.0,85.0,207.0,90.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,100.0,638.0,7.0,176.0,3.0,77.0,120.0,20.0,0.0,59.0,17.0
BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,50-60%,35-55,1,90,N,Pass,-124.0,NA,18.0,73.0,47.0,64.0,105.0,63.0,138.0,66.0,NA,NA,NA,NA,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,NA,NA,549.0,3.0,497.0,0.0,62.0,85.0,124.0,1.0,171.0,48.0
BBB,2013J,53360,F,North Western Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn,-110.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
BBB,2013J,54388,M,East Anglian Region,Lower Than A Level,0-10%,35-55,3,75,N,Withdrawn,-51.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0
BBB,2013J,55026,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Pass,-88.0,NA,18.0,59.0,53.0,66.0,102.0,64.0,131.0,62.0,166.0,59.0,NA,NA,56.0,100.0,NA,NA,133.0,100.0,168.0,60.0,210.0,80.0,94.0,0.0,63.0,1.0,10.0,53.0,36.0,0.0,17.0,9.0
BBB,2013J,56340,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-120.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,56789,F,South East Region,A Level or Equivalent,60-70%,35-55,1,60,N,Pass,-30.0,NA,15.0,85.0,46.0,77.0,90.0,75.0,131.0,41.0,166.0,73.0,208.0,70.0,56.0,80.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,60.0,90.0,0.0,86.0,2.0,21.0,66.0,38.0,0.0,66.0,10.0
BBB,2013J,57079,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-129.0,NA,19.0,74.0,47.0,61.0,95.0,65.0,130.0,56.0,165.0,68.0,NA,NA,56.0,100.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,40.0,210.0,5.0,185.0,0.0,51.0,113.0,58.0,0.0,115.0,39.0
BBB,2013J,57369,M,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,NA,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,61118,F,London Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,-96.0,-16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,63044,F,London Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,-43.0,NA,19.0,65.0,47.0,65.0,110.0,50.0,NA,NA,NA,NA,NA,NA,56.0,80.0,102.0,60.0,NA,NA,NA,NA,NA,NA,14.0,0.0,70.0,0.0,1.0,61.0,33.0,0.0,36.0,16.0
BBB,2013J,64246,F,South East Region,Lower Than A Level,50-60%,35-55,0,120,N,Withdrawn,-58.0,-32.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,65807,F,North Western Region,HE Qualification,10-20,0-35,1,120,N,Withdrawn,-178.0,-61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,67863,F,London Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,-110.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,68556,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-23.0,NA,16.0,75.0,75.0,68.0,96.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,102.0,20.0,NA,NA,NA,NA,NA,NA,9.0,0.0,40.0,0.0,0.0,16.0,7.0,0.0,10.0,16.0
BBB,2013J,69843,F,South West Region,A Level or Equivalent,10-20,35-55,1,60,N,Withdrawn,-47.0,-28.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,72057,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-39.0,-14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,73489,F,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-11.0,NA,16.0,63.0,50.0,81.0,93.0,63.0,131.0,61.0,166.0,83.0,206.0,64.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,100.0,210.0,100.0,1001.0,1.0,556.0,0.0,8.0,105.0,55.0,0.0,100.0,19.0
BBB,2013J,74169,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-100.0,-67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,74585,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-39.0,NA,17.0,81.0,35.0,84.0,93.0,86.0,129.0,87.0,166.0,88.0,208.0,91.0,56.0,100.0,102.0,100.0,133.0,60.0,168.0,100.0,210.0,100.0,5955.0,7.0,1175.0,6.0,176.0,218.0,51.0,0.0,91.0,132.0
BBB,2013J,78255,F,North Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-162.0,46.0,17.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0,0.0,72.0,0.0,10.0,16.0,20.0,0.0,29.0,15.0
BBB,2013J,80717,F,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-33.0,NA,15.0,85.0,45.0,77.0,94.0,86.0,126.0,91.0,163.0,91.0,199.0,93.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,2178.0,1.0,938.0,0.0,66.0,76.0,158.0,0.0,191.0,91.0
BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-75.0,NA,18.0,90.0,46.0,85.0,95.0,90.0,130.0,85.0,165.0,87.0,207.0,90.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,80.0,210.0,100.0,172.0,0.0,125.0,0.0,15.0,94.0,17.0,0.0,42.0,9.0
BBB,2013J,86291,F,Wales,HE Qualification,50-60%,35-55,1,60,N,Fail,-32.0,NA,-1.0,87.0,30.0,76.0,65.0,58.0,119.0,72.0,219.0,0.0,192.0,75.0,56.0,80.0,102.0,80.0,133.0,60.0,168.0,100.0,210.0,60.0,1.0,0.0,26.0,0.0,24.0,68.0,3.0,0.0,6.0,0.0
BBB,2013J,90243,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,-18.0,NA,17.0,51.0,47.0,54.0,95.0,57.0,131.0,52.0,165.0,60.0,207.0,53.0,56.0,80.0,102.0,80.0,133.0,80.0,168.0,80.0,210.0,60.0,539.0,0.0,309.0,0.0,10.0,73.0,37.0,0.0,44.0,72.0
BBB,2013J,96475,M,South East Region,Lower Than A Level,60-70%,0-35,0,180,N,Pass,-48.0,NA,20.0,86.0,48.0,73.0,96.0,80.0,131.0,75.0,NA,NA,NA,NA,56.0,100.0,102.0,100.0,133.0,80.0,NA,NA,NA,NA,17.0,0.0,58.0,1.0,2.0,50.0,20.0,0.0,43.0,16.0
BBB,2013J,97567,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,-30.0,NA,9.0,86.0,57.0,85.0,95.0,85.0,130.0,85.0,166.0,82.0,213.0,88.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,218.0,0.0,78.0,0.0,24.0,89.0,23.0,0.0,33.0,6.0
BBB,2013J,98268,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Pass,-25.0,NA,19.0,85.0,46.0,80.0,96.0,69.0,130.0,63.0,163.0,77.0,207.0,94.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,60.0,210.0,40.0,378.0,2.0,199.0,0.0,9.0,139.0,2.0,0.0,31.0,10.0
BBB,2013J,98720,F,London Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,-186.0,NA,18.0,85.0,50.0,75.0,101.0,80.0,138.0,65.0,172.0,80.0,207.0,70.0,56.0,80.0,102.0,80.0,133.0,20.0,168.0,80.0,210.0,80.0,144.0,0.0,83.0,0.0,39.0,136.0,10.0,0.0,25.0,2.0
BBB,2013J,100282,F,Wales,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,-54.0,207.0,19.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0
BBB,2013J,105527,F,Scotland,HE Qualification,40-50%,35-55,0,120,N,Pass,-92.0,NA,18.0,78.0,47.0,77.0,99.0,79.0,131.0,82.0,173.0,79.0,208.0,80.0,56.0,80.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,80.0,618.0,0.0,246.0,0.0,16.0,67.0,20.0,0.0,18.0,8.0
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-29.0,NA,24.0,84.0,53.0,87.0,228.0,87.0,228.0,91.0,229.0,93.0,NA,NA,56.0,100.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,80.0,105.0,2.0,96.0,0.0,30.0,104.0,14.0,0.0,22.0,12.0
BBB,2013J,105883,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-29.0,NA,14.0,75.0,44.0,70.0,95.0,81.0,130.0,59.0,163.0,74.0,204.0,65.0,56.0,100.0,102.0,80.0,133.0,80.0,168.0,80.0,210.0,80.0,1947.0,0.0,1008.0,0.0,70.0,319.0,62.0,3.0,492.0,121.0
BBB,2013J,106588,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-24.0,NA,18.0,84.0,45.0,87.0,95.0,78.0,129.0,84.0,165.0,79.0,207.0,80.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,479.0,0.0,280.0,0.0,16.0,67.0,39.0,0.0,76.0,24.0
BBB,2013J,108118,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-32.0,NA,18.0,96.0,46.0,84.0,94.0,81.0,130.0,82.0,NA,NA,NA,NA,56.0,100.0,102.0,100.0,133.0,80.0,168.0,80.0,NA,NA,120.0,0.0,102.0,0.0,16.0,83.0,20.0,0.0,41.0,14.0
BBB,2013J,108760,F,London Region,Lower Than A Level,30-40%,35-55,3,60,N,Fail,-102.0,NA,11.0,80.0,54.0,78.0,96.0,58.0,NA,NA,NA,NA,223.0,42.0,56.0,100.0,102.0,80.0,133.0,80.0,168.0,80.0,210.0,20.0,425.0,0.0,211.0,1.0,0.0,190.0,3.0,0.0,12.0,4.0
BBB,2013J,109372,F,South West Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-141.0,NA,16.0,87.0,47.0,75.0,92.0,88.0,131.0,61.0,166.0,80.0,206.0,88.0,56.0,80.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,100.0,532.0,1.0,537.0,0.0,13.0,290.0,40.0,0.0,18.0,19.0
BBB,2013J,109782,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-26.0,166.0,19.0,82.0,NA,NA,106.0,71.0,131.0,53.0,NA,NA,NA,NA,NA,NA,102.0,100.0,133.0,80.0,NA,NA,NA,NA,16.0,0.0,54.0,0.0,19.0,26.0,6.0,0.0,28.0,5.0
BBB,2013J,111942,F,South West Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,-128.0,NA,19.0,77.0,44.0,82.0,109.0,75.0,130.0,72.0,166.0,69.0,208.0,80.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,767.0,3.0,589.0,0.0,28.0,103.0,135.0,2.0,172.0,54.0
BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Pass,-195.0,NA,20.0,80.0,46.0,75.0,94.0,71.0,129.0,67.0,166.0,72.0,207.0,72.0,56.0,100.0,102.0,100.0,133.0,40.0,168.0,40.0,210.0,40.0,26.0,0.0,46.0,0.0,8.0,64.0,3.0,0.0,16.0,4.0
BBB,2013J,123716,M,North Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-39.0,NA,15.0,78.0,44.0,70.0,94.0,82.0,127.0,71.0,162.0,66.0,205.0,77.0,56.0,100.0,102.0,100.0,133.0,80.0,168.0,80.0,210.0,80.0,453.0,0.0,427.0,5.0,21.0,64.0,15.0,0.0,19.0,64.0
BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-117.0,NA,18.0,76.0,43.0,66.0,95.0,61.0,129.0,67.0,164.0,89.0,207.0,63.0,56.0,100.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,100.0,876.0,0.0,453.0,0.0,25.0,86.0,19.0,0.0,39.0,22.0
BBB,2013J,125874,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,Y,Withdrawn,-134.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
BBB,2013J,128386,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,-47.0,NA,NA,NA,47.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,56.0,100.0,102.0,100.0,NA,NA,NA,NA,NA,NA,3.0,0.0,22.0,0.0,0.0,35.0,0.0,0.0,3.0,3.0
BBB,2013J,128889,F,South Region,A Level or Equivalent,90-100%,35-55,1,120,N,Pass,-12.0,NA,16.0,74.0,45.0,84.0,95.0,72.0,131.0,95.0,165.0,87.0,207.0,84.0,56.0,80.0,102.0,80.0,133.0,80.0,168.0,100.0,210.0,100.0,6395.0,4.0,2316.0,1.0,86.0,307.0,135.0,0.0,160.0,120.0
BBB,2013J,131051,F,Scotland,Lower Than A Level,60-70%,0-35,3,60,N,Pass,-54.0,NA,17.0,82.0,47.0,71.0,103.0,81.0,NA,NA,166.0,75.0,208.0,87.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,398.0,1.0,323.0,0.0,20.0,103.0,42.0,0.0,62.0,50.0
BBB,2013J,132626,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-39.0,220.0,18.0,74.0,45.0,61.0,94.0,43.0,129.0,69.0,NA,NA,NA,NA,56.0,80.0,102.0,100.0,133.0,80.0,NA,NA,NA,NA,225.0,2.0,168.0,0.0,2.0,38.0,10.0,0.0,28.0,7.0
BBB,2013J,133269,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn,-114.0,-50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013J,134563,F,Scotland,Lower Than A Level,20-30%,0-35,2,60,N,Pass,-46.0,NA,16.0,72.0,53.0,76.0,96.0,82.0,137.0,82.0,166.0,82.0,208.0,86.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,4237.0,1.0,673.0,9.0,38.0,99.0,40.0,0.0,62.0,24.0
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-44.0,NA,18.0,75.0,43.0,68.0,95.0,66.0,130.0,68.0,165.0,68.0,206.0,70.0,56.0,80.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,100.0,272.0,0.0,138.0,0.0,16.0,75.0,12.0,0.0,35.0,27.0
BBB,2013J,138920,F,Wales,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-30.0,NA,18.0,72.0,69.0,69.0,103.0,68.0,NA,NA,NA,NA,NA,NA,56.0,80.0,102.0,100.0,NA,NA,NA,NA,NA,NA,96.0,0.0,166.0,1.0,9.0,35.0,36.0,0.0,60.0,34.0
BBB,2013J,139549,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,Y,Pass,-99.0,NA,18.0,57.0,51.0,59.0,95.0,60.0,135.0,58.0,166.0,73.0,206.0,61.0,56.0,80.0,102.0,60.0,133.0,60.0,168.0,80.0,210.0,80.0,112.0,0.0,67.0,0.0,11.0,63.0,8.0,0.0,19.0,6.0
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Pass,-60.0,NA,16.0,78.0,44.0,84.0,94.0,62.0,128.0,74.0,163.0,71.0,206.0,74.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,80.0,210.0,100.0,496.0,0.0,203.0,0.0,46.0,67.0,10.0,0.0,38.0,18.0
BBB,2013J,146165,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-37.0,NA,18.0,63.0,46.0,85.0,95.0,80.0,129.0,81.0,172.0,71.0,204.0,68.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,80.0,210.0,100.0,17.0,1.0,38.0,0.0,11.0,60.0,14.0,0.0,15.0,11.0
BBB,2013J,146600,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-141.0,NA,16.0,87.0,46.0,89.0,95.0,75.0,NA,NA,165.0,72.0,NA,NA,56.0,100.0,102.0,80.0,133.0,100.0,168.0,80.0,210.0,100.0,85.0,0.0,113.0,2.0,14.0,67.0,15.0,0.0,18.0,10.0
BBB,2013J,151800,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-47.0,NA,18.0,48.0,46.0,52.0,NA,NA,NA,NA,NA,NA,NA,NA,56.0,100.0,102.0,60.0,NA,NA,NA,NA,NA,NA,12.0,0.0,21.0,0.0,0.0,48.0,0.0,0.0,0.0,4.0
BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,10-20,0-35,3,60,N,Fail,-80.0,NA,19.0,80.0,46.0,87.0,96.0,78.0,129.0,80.0,167.0,75.0,208.0,77.0,56.0,80.0,102.0,100.0,133.0,100.0,168.0,60.0,210.0,100.0,1.0,0.0,278.0,0.0,87.0,220.0,109.0,0.0,173.0,41.0
BBB,2013J,152867,F,South Region,A Level or Equivalent,50-60%,0-35,2,60,Y,Withdrawn,-31.0,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0
BBB,2013J,153704,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,-73.0,NA,-1.0,83.0,-1.0,84.0,-1.0,74.0,131.0,65.0,NA,NA,NA,NA,-1.0,100.0,-1.0,100.0,-1.0,80.0,NA,NA,NA,NA,77.0,2.0,55.0,0.0,1.0,0.0,10.0,0.0,10.0,10.0
BBB,2013J,154011,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-29.0,NA,12.0,76.0,38.0,78.0,79.0,79.0,119.0,65.0,164.0,76.0,204.0,79.0,56.0,100.0,102.0,100.0,133.0,60.0,168.0,80.0,210.0,80.0,356.0,6.0,87.0,0.0,55.0,101.0,15.0,0.0,37.0,24.0
BBB,2013J,154570,F,Scotland,Lower Than A Level,50-60%,35-55,1,60,N,Withdrawn,-64.0,117.0,16.0,49.0,45.0,80.0,93.0,82.0,NA,NA,NA,NA,NA,NA,56.0,100.0,102.0,80.0,NA,NA,NA,NA,NA,NA,8875.0,14.0,2988.0,0.0,78.0,62.0,127.0,0.0,171.0,86.0
BBB,2013J,156311,F,London Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-23.0,NA,19.0,79.0,47.0,83.0,99.0,84.0,131.0,89.0,165.0,88.0,208.0,81.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,13.0,0.0,188.0,0.0,21.0,75.0,83.0,0.0,122.0,73.0
