code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,37425_date,37425_score,37426_date,37426_score,37427_date,37427_score,37428_date,37428_score,37429_date,37429_score,37430_date,37430_score,37431_date,37431_score,37432_date,37432_score,37433_date,37433_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
GGG,2014B,124944,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Pass,-24.0,NA,59.0,85.0,115.0,85.0,172.0,90.0,221.0,100.0,221.0,80.0,221.0,100.0,222.0,80.0,222.0,100.0,222.0,100.0,281.0,0.0,169.0,320.0,99.0,35.0,24.0
GGG,2014B,131820,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail,-11.0,NA,50.0,75.0,131.0,70.0,NA,NA,109.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.0,0.0,25.0,23.0,17.0,55.0,4.0
GGG,2014B,133068,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-106.0,NA,52.0,86.0,114.0,70.0,164.0,71.0,80.0,100.0,128.0,100.0,143.0,100.0,182.0,100.0,189.0,100.0,207.0,100.0,208.0,6.0,337.0,356.0,186.0,24.0,118.0
GGG,2014B,134123,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-10.0,NA,60.0,65.0,123.0,90.0,165.0,74.0,125.0,100.0,179.0,100.0,209.0,100.0,209.0,100.0,217.0,100.0,220.0,100.0,367.0,1.0,107.0,191.0,82.0,3.0,11.0
GGG,2014B,139329,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,60,Y,Pass,-95.0,NA,37.0,65.0,105.0,66.0,165.0,65.0,88.0,80.0,150.0,100.0,179.0,100.0,185.0,100.0,199.0,80.0,213.0,100.0,120.0,5.0,241.0,504.0,201.0,39.0,21.0
GGG,2014B,145388,F,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,-5.0,NA,51.0,70.0,135.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,0.0,66.0,136.0,1.0,11.0,22.0
GGG,2014B,146192,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,N,Fail,-37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,0.0,1.0,1.0
GGG,2014B,152671,F,North Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,-22.0,NA,63.0,75.0,115.0,78.0,177.0,78.0,186.0,100.0,186.0,100.0,186.0,80.0,186.0,100.0,192.0,80.0,222.0,60.0,34.0,0.0,78.0,148.0,108.0,0.0,13.0
GGG,2014B,159571,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail,-11.0,NA,54.0,80.0,116.0,50.0,NA,NA,103.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.0,1.0,118.0,56.0,14.0,9.0,18.0
GGG,2014B,160479,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-46.0,NA,60.0,66.0,117.0,67.0,166.0,68.0,163.0,60.0,163.0,80.0,163.0,100.0,222.0,100.0,222.0,40.0,222.0,100.0,64.0,0.0,82.0,103.0,149.0,13.0,18.0
GGG,2014B,160945,F,East Anglian Region,HE Qualification,30-40%,0-35,0,30,N,Pass,-8.0,NA,59.0,89.0,115.0,90.0,164.0,75.0,74.0,100.0,136.0,80.0,186.0,100.0,216.0,100.0,216.0,100.0,216.0,80.0,12.0,0.0,115.0,247.0,138.0,37.0,23.0
GGG,2014B,164211,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction,-24.0,NA,42.0,60.0,101.0,70.0,163.0,80.0,74.0,100.0,123.0,100.0,156.0,100.0,180.0,100.0,193.0,80.0,207.0,100.0,54.0,9.0,100.0,120.0,104.0,63.0,31.0
GGG,2014B,164451,F,North Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,-10.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,165898,F,South West Region,Lower Than A Level,20-30%,0-35,0,30,Y,Fail,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,0.0,21.0,12.0,0.0,10.0,6.0
GGG,2014B,168845,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-110.0,-84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,178935,F,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Withdrawn,-68.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,6.0,2.0,0.0,2.0,0.0
GGG,2014B,184137,F,South Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-73.0,NA,60.0,72.0,116.0,71.0,165.0,68.0,145.0,100.0,207.0,100.0,207.0,80.0,208.0,80.0,216.0,100.0,NA,NA,0.0,1.0,62.0,59.0,82.0,15.0,19.0
GGG,2014B,191235,F,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn,-157.0,-95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,198315,F,South Region,A Level or Equivalent,90-100%,35-55,1,60,Y,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,0.0,1.0,0.0
GGG,2014B,203963,F,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-26.0,NA,61.0,59.0,123.0,70.0,173.0,75.0,125.0,100.0,126.0,100.0,145.0,100.0,186.0,100.0,192.0,40.0,223.0,60.0,0.0,0.0,148.0,164.0,151.0,21.0,31.0
GGG,2014B,204550,F,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-47.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,204738,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Distinction,-10.0,NA,60.0,85.0,116.0,87.0,165.0,75.0,121.0,100.0,124.0,100.0,143.0,88.0,194.0,100.0,196.0,100.0,216.0,100.0,773.0,4.0,535.0,537.0,191.0,16.0,49.0
GGG,2014B,233461,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,245802,F,South East Region,A Level or Equivalent,10-20,35-55,0,30,Y,Pass,-54.0,NA,81.0,65.0,109.0,50.0,166.0,70.0,128.0,100.0,156.0,100.0,161.0,40.0,199.0,100.0,202.0,100.0,212.0,100.0,137.0,1.0,233.0,224.0,159.0,54.0,51.0
GGG,2014B,254417,M,London Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,-25.0,NA,61.0,65.0,125.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,44.0,105.0,0.0,79.0,7.0
GGG,2014B,261342,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-22.0,NA,53.0,69.0,116.0,54.0,172.0,68.0,215.0,100.0,215.0,100.0,215.0,100.0,215.0,80.0,215.0,60.0,215.0,80.0,0.0,0.0,55.0,68.0,101.0,10.0,7.0
GGG,2014B,278962,F,London Region,Lower Than A Level,10-20,0-35,0,30,N,Distinction,-16.0,NA,60.0,78.0,117.0,80.0,178.0,82.0,110.0,100.0,150.0,100.0,188.0,100.0,199.0,80.0,210.0,100.0,210.0,80.0,62.0,1.0,153.0,205.0,120.0,83.0,23.0
GGG,2014B,279839,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn,-54.0,138.0,62.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.0,3.0,79.0,52.0,0.0,27.0,28.0
GGG,2014B,282388,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,30,N,Fail,-67.0,NA,60.0,58.0,110.0,53.0,160.0,53.0,88.0,100.0,152.0,60.0,165.0,100.0,194.0,100.0,199.0,80.0,NA,NA,72.0,2.0,173.0,123.0,161.0,47.0,45.0
GGG,2014B,282962,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,-10.0,NA,58.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,1.0,0.0,0.0,0.0
GGG,2014B,283035,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,-17.0,NA,56.0,50.0,NA,NA,NA,NA,88.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0,3.0,41.0,54.0,25.0,10.0,7.0
GGG,2014B,285193,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Distinction,-4.0,NA,60.0,68.0,116.0,78.0,165.0,87.0,199.0,80.0,199.0,60.0,199.0,60.0,199.0,100.0,199.0,60.0,NA,NA,209.0,3.0,126.0,150.0,97.0,32.0,41.0
GGG,2014B,285223,F,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,1.0,46.0,35.0,0.0,18.0,11.0
GGG,2014B,285861,F,North Western Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,8.0,1.0,0.0,3.0,1.0
GGG,2014B,299536,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,Y,Fail,-57.0,NA,52.0,80.0,NA,NA,NA,NA,87.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,0.0,112.0,59.0,21.0,65.0,22.0
GGG,2014B,301498,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-71.0,NA,28.0,75.0,107.0,65.0,146.0,70.0,73.0,80.0,121.0,80.0,192.0,60.0,192.0,100.0,199.0,80.0,NA,NA,121.0,0.0,72.0,198.0,83.0,4.0,17.0
GGG,2014B,304106,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Fail,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,14.0,9.0,0.0,4.0,1.0
GGG,2014B,305792,F,South Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-40.0,NA,57.0,80.0,115.0,0.0,163.0,90.0,117.0,100.0,140.0,100.0,175.0,80.0,185.0,100.0,194.0,100.0,214.0,100.0,269.0,5.0,295.0,594.0,173.0,84.0,66.0
GGG,2014B,324773,F,South East Region,A Level or Equivalent,50-60%,35-55,0,30,N,Distinction,-46.0,NA,56.0,66.0,114.0,73.0,165.0,70.0,74.0,100.0,130.0,80.0,159.0,60.0,NA,NA,216.0,40.0,216.0,100.0,23.0,0.0,73.0,57.0,98.0,11.0,9.0
GGG,2014B,344098,F,South West Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,-17.0,NA,52.0,80.0,115.0,20.0,171.0,78.0,101.0,100.0,137.0,80.0,152.0,100.0,207.0,100.0,NA,NA,NA,NA,156.0,2.0,152.0,200.0,64.0,169.0,10.0
GGG,2014B,345737,F,London Region,A Level or Equivalent,10-20,35-55,1,60,Y,Withdrawn,-92.0,207.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,345881,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,-34.0,NA,61.0,52.0,117.0,66.0,166.0,50.0,108.0,80.0,123.0,80.0,207.0,52.0,207.0,100.0,208.0,80.0,208.0,100.0,3.0,8.0,51.0,177.0,171.0,31.0,15.0
GGG,2014B,350473,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,Y,Fail,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,359645,F,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Withdrawn,-115.0,137.0,60.0,74.0,NA,NA,NA,NA,73.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0,3.0,34.0,47.0,29.0,83.0,14.0
GGG,2014B,365084,F,South Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-8.0,NA,66.0,78.0,117.0,75.0,180.0,79.0,131.0,100.0,181.0,100.0,219.0,100.0,222.0,100.0,223.0,100.0,223.0,100.0,143.0,6.0,199.0,351.0,104.0,45.0,39.0
GGG,2014B,366371,F,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,30,N,Fail,-10.0,NA,60.0,45.0,117.0,53.0,166.0,35.0,224.0,80.0,224.0,60.0,224.0,32.0,224.0,80.0,224.0,60.0,224.0,60.0,5.0,0.0,78.0,25.0,100.0,40.0,27.0
GGG,2014B,366771,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,-54.0,NA,61.0,50.0,117.0,70.0,173.0,80.0,202.0,80.0,202.0,40.0,202.0,60.0,202.0,100.0,202.0,100.0,NA,NA,3.0,0.0,29.0,37.0,80.0,7.0,8.0
GGG,2014B,372837,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Fail,-17.0,NA,63.0,60.0,117.0,52.0,166.0,50.0,110.0,100.0,156.0,100.0,157.0,100.0,NA,NA,NA,NA,NA,NA,5.0,0.0,41.0,91.0,42.0,9.0,6.0
GGG,2014B,374266,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,-67.0,NA,37.0,79.0,110.0,79.0,151.0,87.0,82.0,100.0,125.0,100.0,147.0,100.0,177.0,100.0,189.0,100.0,207.0,100.0,859.0,5.0,182.0,312.0,105.0,18.0,19.0
GGG,2014B,380238,F,South Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,-10.0,NA,60.0,60.0,121.0,72.0,180.0,47.0,202.0,80.0,202.0,80.0,202.0,80.0,202.0,80.0,NA,NA,NA,NA,0.0,12.0,32.0,77.0,52.0,7.0,5.0
GGG,2014B,380894,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-54.0,NA,54.0,50.0,116.0,55.0,166.0,50.0,88.0,80.0,129.0,100.0,143.0,4.0,191.0,80.0,191.0,20.0,224.0,100.0,78.0,3.0,465.0,960.0,180.0,222.0,154.0
GGG,2014B,383420,M,North Region,A Level or Equivalent,0-10%,0-35,1,60,Y,Pass,-135.0,NA,55.0,60.0,102.0,63.0,167.0,64.0,76.0,100.0,161.0,80.0,175.0,100.0,189.0,80.0,212.0,60.0,224.0,0.0,20.0,0.0,140.0,105.0,191.0,48.0,46.0
GGG,2014B,384035,F,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-71.0,NA,50.0,73.0,111.0,81.0,166.0,73.0,84.0,100.0,128.0,100.0,146.0,100.0,191.0,80.0,202.0,100.0,223.0,100.0,342.0,1.0,156.0,207.0,100.0,20.0,18.0
GGG,2014B,385228,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-10.0,NA,57.0,60.0,117.0,54.0,166.0,38.0,212.0,100.0,212.0,100.0,223.0,80.0,223.0,100.0,202.0,100.0,NA,NA,0.0,0.0,49.0,47.0,245.0,33.0,30.0
GGG,2014B,387294,F,North Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-25.0,NA,52.0,70.0,110.0,70.0,163.0,80.0,136.0,100.0,137.0,60.0,165.0,80.0,192.0,80.0,NA,NA,NA,NA,1041.0,0.0,448.0,343.0,156.0,38.0,57.0
GGG,2014B,391937,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-65.0,NA,60.0,75.0,116.0,64.0,164.0,65.0,83.0,100.0,124.0,100.0,175.0,80.0,187.0,100.0,192.0,100.0,210.0,100.0,71.0,14.0,183.0,502.0,144.0,201.0,44.0
GGG,2014B,393682,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-22.0,NA,62.0,62.0,114.0,62.0,183.0,68.0,189.0,80.0,189.0,60.0,NA,NA,219.0,100.0,219.0,60.0,219.0,0.0,0.0,0.0,37.0,35.0,78.0,3.0,18.0
GGG,2014B,394024,F,South Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-15.0,NA,53.0,75.0,115.0,70.0,164.0,75.0,77.0,100.0,121.0,80.0,150.0,80.0,179.0,100.0,210.0,80.0,212.0,80.0,470.0,8.0,314.0,318.0,139.0,49.0,73.0
GGG,2014B,398029,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GGG,2014B,399120,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,-110.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,401909,F,London Region,Lower Than A Level,10-20,35-55,0,30,Y,Withdrawn,-67.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,406751,F,South Region,Lower Than A Level,30-40%,35-55,0,30,Y,Pass,-89.0,NA,52.0,77.0,121.0,66.0,165.0,78.0,88.0,100.0,131.0,100.0,159.0,100.0,202.0,100.0,202.0,80.0,222.0,100.0,27.0,4.0,193.0,350.0,115.0,45.0,36.0
GGG,2014B,411546,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail,-85.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014B,414668,M,South Region,A Level or Equivalent,70-80%,0-35,0,30,N,Distinction,-60.0,NA,49.0,80.0,110.0,82.0,162.0,86.0,75.0,100.0,130.0,80.0,143.0,80.0,178.0,100.0,189.0,100.0,207.0,100.0,126.0,8.0,112.0,490.0,156.0,9.0,43.0
GGG,2014B,414696,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,-12.0,NA,58.0,74.0,117.0,67.0,170.0,42.0,82.0,100.0,129.0,100.0,153.0,100.0,191.0,100.0,196.0,100.0,220.0,100.0,34.0,24.0,118.0,507.0,154.0,22.0,8.0
GGG,2014B,415399,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,12.0,4.0,0.0,133.0,8.0
GGG,2014B,415818,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-102.0,NA,29.0,65.0,113.0,74.0,154.0,70.0,187.0,80.0,187.0,40.0,187.0,52.0,187.0,60.0,NA,NA,214.0,80.0,0.0,0.0,65.0,53.0,69.0,33.0,32.0
GGG,2014B,417096,F,South East Region,Lower Than A Level,60-70%,35-55,0,30,N,Pass,-81.0,NA,55.0,68.0,115.0,59.0,167.0,70.0,80.0,100.0,128.0,100.0,150.0,80.0,213.0,80.0,213.0,40.0,213.0,100.0,82.0,1.0,281.0,842.0,94.0,106.0,56.0
GGG,2014B,425257,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,30,N,Fail,-113.0,NA,39.0,76.0,109.0,85.0,157.0,66.0,104.0,60.0,146.0,100.0,219.0,60.0,219.0,80.0,221.0,20.0,222.0,40.0,7.0,1.0,147.0,176.0,96.0,42.0,95.0
GGG,2014B,426547,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,-8.0,NA,32.0,60.0,78.0,80.0,155.0,95.0,77.0,100.0,150.0,100.0,182.0,80.0,185.0,100.0,192.0,80.0,207.0,100.0,261.0,0.0,24.0,291.0,136.0,22.0,24.0
GGG,2014B,441791,M,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-25.0,NA,56.0,80.0,109.0,90.0,165.0,85.0,108.0,100.0,143.0,100.0,157.0,100.0,200.0,100.0,220.0,40.0,221.0,100.0,81.0,4.0,147.0,226.0,130.0,19.0,52.0
GGG,2014B,442561,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-5.0,NA,62.0,65.0,112.0,45.0,167.0,54.0,88.0,100.0,138.0,60.0,219.0,100.0,219.0,80.0,219.0,100.0,219.0,80.0,40.0,1.0,177.0,397.0,51.0,33.0,26.0
GGG,2014B,442618,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,-20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,9.0,0.0,0.0,12.0,1.0
GGG,2014B,442877,F,South East Region,Lower Than A Level,40-50%,35-55,0,30,Y,Pass,-17.0,NA,42.0,75.0,115.0,51.0,161.0,75.0,73.0,100.0,124.0,100.0,164.0,80.0,200.0,100.0,201.0,60.0,215.0,100.0,109.0,4.0,277.0,958.0,243.0,79.0,27.0
