code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,37435_date,37435_score,37436_date,37436_score,37437_date,37437_score,37438_date,37438_score,37439_date,37439_score,37440_date,37440_score,37441_date,37441_score,37442_date,37442_score,37443_date,37443_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
GGG,2014J,140938,F,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-49.0,-11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014J,141827,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,Y,Pass,-114.0,NA,59.0,40.0,123.0,60.0,172.0,55.0,102.0,100.0,139.0,40.0,161.0,80.0,200.0,100.0,205.0,100.0,223.0,80.0,0.0,0.0,68.0,246.0,108.0,24.0,14.0
GGG,2014J,181251,F,South Region,Lower Than A Level,50-60%,55<=,0,30,N,Fail,-44.0,NA,35.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,8.0,4.0,0.0,3.0,2.0
GGG,2014J,198167,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-114.0,NA,51.0,75.0,114.0,75.0,163.0,80.0,76.0,80.0,163.0,100.0,163.0,100.0,200.0,100.0,200.0,100.0,212.0,100.0,521.0,79.0,516.0,531.0,244.0,74.0,64.0
GGG,2014J,226879,F,Scotland,HE Qualification,80-90%,35-55,0,30,N,Distinction,-44.0,NA,53.0,85.0,117.0,90.0,169.0,90.0,87.0,100.0,146.0,80.0,152.0,100.0,200.0,100.0,201.0,100.0,212.0,100.0,129.0,18.0,226.0,501.0,126.0,23.0,25.0
GGG,2014J,226890,M,South West Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-23.0,NA,54.0,60.0,124.0,80.0,173.0,82.0,112.0,100.0,145.0,60.0,159.0,60.0,205.0,80.0,216.0,100.0,219.0,100.0,0.0,0.0,27.0,2.0,124.0,14.0,2.0
GGG,2014J,232480,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-51.0,NA,61.0,90.0,137.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,14.0,26.0,49.0,2.0,7.0,3.0
GGG,2014J,237921,F,London Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,-22.0,NA,61.0,60.0,131.0,75.0,188.0,70.0,128.0,100.0,156.0,80.0,163.0,100.0,200.0,100.0,205.0,100.0,212.0,100.0,620.0,13.0,562.0,659.0,307.0,144.0,126.0
GGG,2014J,239751,F,East Midlands Region,Lower Than A Level,10-20,35-55,1,30,N,Pass,-15.0,NA,59.0,80.0,122.0,65.0,173.0,55.0,175.0,80.0,230.0,100.0,230.0,80.0,230.0,100.0,NA,NA,NA,NA,134.0,2.0,150.0,514.0,161.0,17.0,16.0
GGG,2014J,260951,F,East Anglian Region,No Formal quals,70-80%,0-35,0,30,N,Fail,-11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014J,263341,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Pass,-121.0,NA,60.0,80.0,123.0,70.0,172.0,68.0,93.0,100.0,154.0,100.0,193.0,60.0,233.0,0.0,205.0,80.0,NA,NA,444.0,0.0,130.0,200.0,83.0,31.0,26.0
GGG,2014J,275136,M,South West Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,-2.0,NA,66.0,68.0,124.0,73.0,186.0,54.0,212.0,100.0,226.0,80.0,226.0,40.0,226.0,100.0,226.0,20.0,226.0,40.0,17.0,1.0,57.0,185.0,101.0,30.0,25.0
GGG,2014J,276893,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass,-53.0,NA,NA,NA,123.0,70.0,179.0,69.0,95.0,80.0,143.0,80.0,192.0,100.0,201.0,100.0,210.0,40.0,224.0,100.0,41.0,0.0,116.0,616.0,92.0,20.0,9.0
GGG,2014J,290854,F,Scotland,A Level or Equivalent,10-20,35-55,0,30,N,Pass,-58.0,NA,55.0,69.0,121.0,72.0,185.0,75.0,129.0,100.0,136.0,80.0,170.0,80.0,200.0,80.0,NA,NA,NA,NA,262.0,75.0,160.0,437.0,71.0,48.0,113.0
GGG,2014J,291937,F,Wales,HE Qualification,0-10%,35-55,0,30,N,Fail,-10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,0.0,40.0,48.0,0.0,10.0,9.0
GGG,2014J,302145,F,North Western Region,Lower Than A Level,0-10%,35-55,0,30,Y,Pass,-21.0,NA,54.0,55.0,111.0,55.0,177.0,45.0,133.0,100.0,128.0,100.0,179.0,100.0,230.0,80.0,230.0,60.0,230.0,100.0,91.0,1.0,114.0,200.0,129.0,34.0,36.0
GGG,2014J,302522,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,90,N,Fail,-2.0,NA,60.0,75.0,142.0,80.0,NA,NA,137.0,100.0,144.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,6.0,2.0,117.0,91.0,49.0,21.0,24.0
GGG,2014J,308807,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-94.0,NA,56.0,95.0,123.0,80.0,170.0,75.0,124.0,100.0,170.0,80.0,171.0,80.0,214.0,100.0,226.0,40.0,226.0,80.0,35.0,0.0,133.0,182.0,113.0,37.0,23.0
GGG,2014J,313925,F,North Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction,-29.0,NA,61.0,67.0,124.0,68.0,173.0,68.0,207.0,100.0,207.0,100.0,207.0,100.0,207.0,100.0,207.0,100.0,227.0,100.0,24.0,0.0,95.0,202.0,108.0,33.0,7.0
GGG,2014J,317399,M,South Region,Lower Than A Level,90-100%,0-35,0,30,Y,Fail,-66.0,NA,60.0,55.0,122.0,62.0,193.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,11.0,18.0,0.0,1.0,12.0
GGG,2014J,323940,F,South East Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,-4.0,NA,52.0,66.0,118.0,61.0,170.0,74.0,94.0,80.0,131.0,100.0,156.0,100.0,201.0,100.0,NA,NA,NA,NA,116.0,0.0,68.0,179.0,85.0,11.0,9.0
GGG,2014J,330682,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-46.0,NA,36.0,55.0,111.0,55.0,164.0,60.0,74.0,80.0,156.0,80.0,166.0,80.0,200.0,100.0,201.0,100.0,219.0,80.0,29.0,6.0,216.0,296.0,126.0,110.0,29.0
GGG,2014J,338113,F,London Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-14.0,NA,59.0,58.0,131.0,39.0,180.0,60.0,118.0,80.0,149.0,100.0,NA,NA,229.0,80.0,229.0,60.0,NA,NA,163.0,1.0,241.0,665.0,117.0,71.0,16.0
GGG,2014J,339645,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-29.0,NA,67.0,84.0,122.0,88.0,191.0,80.0,118.0,100.0,152.0,100.0,179.0,80.0,209.0,100.0,214.0,40.0,221.0,100.0,2.0,1.0,83.0,309.0,101.0,30.0,14.0
GGG,2014J,340242,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-14.0,NA,60.0,70.0,120.0,69.0,208.0,40.0,174.0,100.0,173.0,100.0,210.0,60.0,228.0,80.0,229.0,100.0,230.0,80.0,40.0,1.0,104.0,148.0,79.0,13.0,10.0
GGG,2014J,342466,M,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014J,342946,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-18.0,NA,60.0,70.0,123.0,40.0,180.0,69.0,91.0,100.0,175.0,40.0,180.0,72.0,200.0,60.0,203.0,0.0,NA,NA,81.0,0.0,137.0,40.0,68.0,16.0,17.0
GGG,2014J,343655,F,South Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-4.0,NA,58.0,60.0,122.0,61.0,189.0,59.0,143.0,100.0,143.0,60.0,150.0,40.0,200.0,100.0,199.0,60.0,219.0,100.0,0.0,5.0,96.0,220.0,121.0,20.0,32.0
GGG,2014J,348837,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction,-43.0,NA,56.0,54.0,122.0,71.0,175.0,64.0,97.0,100.0,131.0,100.0,167.0,100.0,200.0,100.0,227.0,80.0,227.0,100.0,124.0,1.0,171.0,261.0,82.0,110.0,50.0
GGG,2014J,350944,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,Y,Fail,-34.0,NA,61.0,55.0,124.0,45.0,173.0,60.0,228.0,40.0,228.0,80.0,228.0,60.0,228.0,60.0,228.0,20.0,228.0,100.0,2.0,51.0,128.0,345.0,103.0,25.0,12.0
GGG,2014J,358341,F,Wales,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-1.0,NA,69.0,45.0,123.0,50.0,177.0,55.0,126.0,60.0,165.0,60.0,165.0,100.0,223.0,60.0,223.0,60.0,230.0,20.0,10.0,0.0,123.0,304.0,104.0,35.0,32.0
GGG,2014J,358966,F,South West Region,Lower Than A Level,40-50%,35-55,0,30,Y,Distinction,-80.0,NA,33.0,70.0,103.0,70.0,150.0,75.0,72.0,100.0,129.0,80.0,150.0,100.0,200.0,100.0,199.0,80.0,214.0,100.0,518.0,0.0,340.0,276.0,143.0,21.0,27.0
GGG,2014J,370129,F,Scotland,HE Qualification,70-80%,35-55,0,30,N,Withdrawn,-17.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,0.0,21.0,16.0,0.0,8.0,11.0
GGG,2014J,371402,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass,-9.0,NA,52.0,76.0,123.0,70.0,173.0,68.0,72.0,100.0,139.0,100.0,153.0,100.0,201.0,100.0,226.0,60.0,226.0,80.0,27.0,1.0,109.0,222.0,103.0,37.0,65.0
GGG,2014J,372141,F,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-58.0,NA,50.0,80.0,115.0,78.0,170.0,80.0,72.0,100.0,130.0,80.0,151.0,100.0,200.0,100.0,198.0,60.0,NA,NA,313.0,0.0,51.0,158.0,67.0,4.0,14.0
GGG,2014J,378969,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,-30.0,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GGG,2014J,380599,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-84.0,NA,60.0,85.0,123.0,85.0,173.0,80.0,101.0,100.0,151.0,100.0,166.0,100.0,205.0,100.0,205.0,80.0,228.0,100.0,221.0,3.0,204.0,511.0,181.0,121.0,20.0
GGG,2014J,380668,F,South East Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-32.0,NA,60.0,65.0,138.0,65.0,178.0,65.0,170.0,60.0,219.0,80.0,230.0,60.0,229.0,100.0,NA,NA,231.0,0.0,75.0,35.0,223.0,630.0,127.0,76.0,75.0
GGG,2014J,383608,M,London Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn,4.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,0.0,2.0,3.0
GGG,2014J,386180,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-67.0,NA,61.0,75.0,123.0,65.0,172.0,42.0,219.0,80.0,219.0,80.0,219.0,100.0,219.0,100.0,219.0,60.0,227.0,80.0,163.0,4.0,163.0,312.0,206.0,38.0,59.0
GGG,2014J,387446,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-103.0,NA,60.0,60.0,124.0,55.0,180.0,60.0,101.0,100.0,151.0,80.0,161.0,80.0,214.0,80.0,230.0,80.0,NA,NA,93.0,3.0,151.0,362.0,138.0,12.0,12.0
GGG,2014J,388259,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,30,N,Fail,-2.0,NA,35.0,70.0,135.0,60.0,167.0,10.0,136.0,80.0,137.0,100.0,212.0,80.0,212.0,100.0,NA,NA,NA,NA,75.0,2.0,53.0,174.0,57.0,6.0,9.0
GGG,2014J,396532,F,Wales,Lower Than A Level,50-60%,35-55,0,30,Y,Fail,-7.0,NA,57.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0,1.0,46.0,13.0,0.0,26.0,11.0
GGG,2014J,402596,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-22.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,0.0,41.0,15.0,1.0,32.0,4.0
GGG,2014J,410043,F,London Region,Post Graduate Qualification,10-20,35-55,0,30,N,Fail,4.0,NA,54.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0,0.0,69.0,52.0,0.0,31.0,21.0
GGG,2014J,414633,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-84.0,NA,38.0,90.0,123.0,60.0,172.0,75.0,81.0,100.0,137.0,80.0,150.0,100.0,200.0,100.0,206.0,80.0,NA,NA,112.0,1.0,279.0,478.0,115.0,74.0,73.0
GGG,2014J,415307,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,-92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,0.0,8.0,0.0,0.0,1.0,0.0
GGG,2014J,416700,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,-32.0,NA,56.0,58.0,119.0,64.0,170.0,69.0,79.0,100.0,142.0,100.0,156.0,100.0,200.0,100.0,202.0,100.0,216.0,100.0,136.0,1.0,137.0,349.0,109.0,16.0,22.0
GGG,2014J,423093,F,North Western Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-88.0,NA,56.0,75.0,117.0,90.0,168.0,75.0,72.0,100.0,128.0,100.0,149.0,100.0,200.0,100.0,198.0,100.0,219.0,100.0,204.0,1.0,239.0,676.0,135.0,59.0,22.0
GGG,2014J,429004,M,South Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-80.0,NA,60.0,65.0,123.0,55.0,172.0,65.0,229.0,100.0,229.0,80.0,229.0,92.0,229.0,100.0,229.0,80.0,229.0,80.0,36.0,3.0,210.0,307.0,114.0,33.0,18.0
GGG,2014J,439170,M,South East Region,Lower Than A Level,30-40%,0-35,0,30,Y,Distinction,-8.0,NA,60.0,80.0,121.0,84.0,172.0,80.0,178.0,100.0,178.0,60.0,178.0,100.0,200.0,80.0,220.0,80.0,220.0,100.0,87.0,0.0,73.0,183.0,80.0,1.0,2.0
GGG,2014J,442987,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-35.0,NA,41.0,70.0,106.0,80.0,158.0,80.0,72.0,100.0,129.0,100.0,157.0,100.0,200.0,100.0,200.0,100.0,NA,NA,54.0,0.0,134.0,569.0,125.0,39.0,37.0
GGG,2014J,443765,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-79.0,NA,45.0,65.0,116.0,80.0,169.0,80.0,72.0,80.0,131.0,60.0,154.0,92.0,200.0,80.0,203.0,60.0,214.0,60.0,393.0,10.0,461.0,416.0,164.0,35.0,78.0
GGG,2014J,465567,M,London Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-32.0,NA,62.0,54.0,124.0,54.0,NA,NA,110.0,60.0,143.0,100.0,160.0,80.0,NA,NA,NA,NA,NA,NA,41.0,0.0,98.0,188.0,57.0,64.0,33.0
GGG,2014J,465952,M,South West Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-1.0,NA,60.0,55.0,138.0,71.0,179.0,70.0,118.0,80.0,149.0,60.0,229.0,88.0,229.0,100.0,229.0,0.0,230.0,80.0,133.0,0.0,106.0,107.0,82.0,10.0,14.0
GGG,2014J,470187,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-53.0,NA,61.0,75.0,122.0,70.0,173.0,80.0,95.0,100.0,172.0,80.0,172.0,100.0,219.0,100.0,219.0,100.0,219.0,100.0,0.0,0.0,30.0,36.0,82.0,6.0,6.0
GGG,2014J,470900,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,2,30,N,Pass,-79.0,NA,49.0,65.0,124.0,85.0,173.0,85.0,100.0,80.0,140.0,100.0,194.0,60.0,214.0,80.0,215.0,80.0,219.0,80.0,99.0,2.0,113.0,272.0,192.0,20.0,77.0
GGG,2014J,472049,F,North Western Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-129.0,117.0,40.0,39.0,NA,NA,NA,NA,73.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,0.0,76.0,10.0,40.0,20.0,11.0
GGG,2014J,478886,F,Wales,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,-52.0,NA,59.0,68.0,121.0,77.0,167.0,73.0,87.0,100.0,136.0,80.0,150.0,80.0,200.0,100.0,206.0,100.0,NA,NA,74.0,1.0,204.0,454.0,118.0,60.0,30.0
GGG,2014J,480914,F,East Anglian Region,No Formal quals,10-20,0-35,0,30,N,Withdrawn,-135.0,12.0,49.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,2.0,0.0,3.0,0.0
GGG,2014J,498564,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,-2.0,NA,58.0,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,1.0,65.0,30.0,2.0,29.0,16.0
GGG,2014J,499187,F,South East Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,-53.0,NA,59.0,90.0,127.0,75.0,177.0,90.0,108.0,100.0,152.0,100.0,152.0,100.0,202.0,100.0,220.0,100.0,222.0,100.0,36.0,0.0,75.0,262.0,109.0,9.0,5.0
GGG,2014J,500915,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,Y,Withdrawn,-87.0,223.0,56.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,35.0,25.0,2.0,7.0,15.0
GGG,2014J,501888,F,South West Region,Lower Than A Level,10-20,0-35,0,30,Y,Distinction,-22.0,NA,55.0,70.0,122.0,75.0,172.0,75.0,74.0,100.0,139.0,100.0,159.0,80.0,200.0,80.0,201.0,100.0,212.0,80.0,56.0,0.0,97.0,291.0,109.0,17.0,10.0
GGG,2014J,505216,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,30,N,Pass,-44.0,NA,59.0,45.0,123.0,50.0,170.0,55.0,143.0,80.0,156.0,100.0,187.0,100.0,200.0,80.0,199.0,100.0,214.0,80.0,114.0,6.0,347.0,735.0,375.0,76.0,32.0
GGG,2014J,505762,F,South West Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-66.0,NA,57.0,85.0,128.0,85.0,189.0,90.0,96.0,100.0,191.0,40.0,191.0,100.0,200.0,100.0,207.0,100.0,214.0,100.0,11.0,0.0,127.0,184.0,109.0,76.0,50.0
GGG,2014J,506205,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-51.0,NA,62.0,85.0,118.0,80.0,170.0,82.0,229.0,80.0,229.0,60.0,229.0,100.0,229.0,80.0,229.0,40.0,229.0,60.0,22.0,0.0,71.0,34.0,99.0,60.0,11.0
GGG,2014J,513166,F,South East Region,Lower Than A Level,50-60%,0-35,0,30,Y,Distinction,-10.0,NA,59.0,80.0,122.0,80.0,172.0,80.0,76.0,100.0,132.0,80.0,160.0,100.0,219.0,100.0,NA,NA,NA,NA,19.0,1.0,82.0,210.0,74.0,31.0,24.0
GGG,2014J,514648,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction,-84.0,NA,59.0,75.0,121.0,85.0,172.0,85.0,91.0,100.0,140.0,100.0,149.0,100.0,200.0,100.0,206.0,80.0,222.0,100.0,102.0,0.0,211.0,87.0,130.0,32.0,24.0
GGG,2014J,515345,F,South East Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,4.0,NA,61.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.0,2.0,38.0,12.0,3.0,15.0,6.0
GGG,2014J,517263,M,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass,-127.0,NA,49.0,90.0,113.0,85.0,156.0,62.0,111.0,100.0,135.0,80.0,219.0,84.0,200.0,60.0,202.0,100.0,219.0,100.0,44.0,2.0,111.0,134.0,123.0,11.0,28.0
GGG,2014J,521631,F,South Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-14.0,NA,44.0,75.0,121.0,70.0,175.0,77.0,101.0,80.0,129.0,80.0,149.0,32.0,200.0,60.0,NA,NA,229.0,20.0,192.0,2.0,140.0,176.0,68.0,26.0,78.0
GGG,2014J,527039,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,-52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,60.0,96.0,0.0,50.0,8.0
GGG,2014J,527538,F,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,-2.0,NA,60.0,65.0,124.0,55.0,171.0,65.0,116.0,80.0,171.0,100.0,173.0,100.0,227.0,80.0,227.0,60.0,227.0,60.0,197.0,10.0,117.0,213.0,101.0,24.0,26.0
GGG,2014J,532862,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-3.0,NA,60.0,75.0,NA,NA,NA,NA,86.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,2.0,69.0,93.0,23.0,33.0,17.0
GGG,2014J,534672,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,-10.0,NA,61.0,70.0,129.0,70.0,179.0,79.0,156.0,100.0,191.0,80.0,191.0,60.0,NA,NA,NA,NA,229.0,100.0,5.0,2.0,105.0,128.0,100.0,18.0,11.0
GGG,2014J,537115,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,3.0,NA,75.0,40.0,124.0,55.0,173.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0,0.0,43.0,2.0,4.0,8.0,6.0
GGG,2014J,541774,F,Wales,Lower Than A Level,10-20,0-35,0,30,N,Fail,-49.0,NA,60.0,56.0,124.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,11.0,33.0,0.0,9.0,7.0
GGG,2014J,546286,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-10.0,NA,60.0,69.0,124.0,85.0,172.0,84.0,191.0,100.0,NA,NA,224.0,100.0,230.0,100.0,226.0,80.0,215.0,80.0,44.0,1.0,133.0,153.0,72.0,65.0,26.0
GGG,2014J,546724,F,London Region,Lower Than A Level,50-60%,0-35,2,30,N,Pass,2.0,NA,59.0,75.0,124.0,58.0,180.0,58.0,76.0,100.0,180.0,100.0,226.0,100.0,226.0,100.0,230.0,40.0,230.0,100.0,151.0,0.0,142.0,189.0,148.0,35.0,31.0
