code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,30714_date,30714_score,30715_date,30715_score,30716_date,30716_score,30717_date,30717_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
EEE,2014B,158831,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-43.0,NA,31.0,92.0,63.0,74.0,114.0,70.0,149.0,75.0,0.0,59.0,158.0,0.0,464.0,95.0,0.0,89.0,48.0,48.0,20.0
EEE,2014B,165376,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-16.0,NA,33.0,92.0,NA,NA,153.0,51.0,152.0,59.0,2.0,0.0,165.0,16.0,454.0,54.0,4.0,94.0,28.0,65.0,29.0
EEE,2014B,167791,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,-109.0,NA,31.0,93.0,66.0,91.0,114.0,94.0,164.0,77.0,0.0,121.0,194.0,2.0,548.0,164.0,0.0,80.0,30.0,53.0,33.0
EEE,2014B,170936,M,North Western Region,HE Qualification,10-20,35-55,0,60,N,Pass,-114.0,NA,48.0,83.0,77.0,61.0,NA,NA,157.0,53.0,0.0,23.0,71.0,0.0,85.0,80.0,0.0,2.0,30.0,42.0,6.0
EEE,2014B,171334,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-27.0,53.0,32.0,97.0,NA,NA,NA,NA,NA,NA,0.0,72.0,61.0,1.0,141.0,0.0,0.0,89.0,0.0,1.0,15.0
EEE,2014B,174512,M,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-173.0,-136.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,182400,M,North Region,HE Qualification,NA,35-55,0,30,N,Fail,-27.0,NA,33.0,30.0,74.0,33.0,117.0,42.0,152.0,52.0,0.0,87.0,293.0,3.0,809.0,0.0,4.0,232.0,36.0,34.0,25.0
EEE,2014B,185057,M,Ireland,HE Qualification,NA,0-35,0,30,N,Pass,-123.0,NA,31.0,87.0,67.0,78.0,120.0,66.0,152.0,79.0,0.0,1251.0,787.0,6.0,892.0,221.0,0.0,129.0,33.0,36.0,187.0
EEE,2014B,186476,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-19.0,NA,31.0,93.0,75.0,79.0,124.0,71.0,159.0,84.0,0.0,30.0,255.0,0.0,387.0,138.0,0.0,110.0,23.0,12.0,54.0
EEE,2014B,188260,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-19.0,NA,25.0,93.0,66.0,85.0,117.0,70.0,151.0,68.0,0.0,53.0,166.0,1.0,411.0,72.0,0.0,84.0,11.0,83.0,37.0
EEE,2014B,188662,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass,-53.0,NA,32.0,94.0,68.0,92.0,138.0,80.0,151.0,81.0,0.0,291.0,242.0,0.0,850.0,212.0,2.0,153.0,14.0,24.0,30.0
EEE,2014B,193163,M,Scotland,HE Qualification,70-80%,35-55,0,90,N,Fail,-29.0,NA,32.0,95.0,68.0,78.0,132.0,78.0,166.0,0.0,0.0,163.0,171.0,0.0,326.0,5.0,0.0,106.0,17.0,40.0,29.0
EEE,2014B,197730,M,Scotland,HE Qualification,90-100%,35-55,1,100,N,Pass,-177.0,NA,32.0,85.0,68.0,86.0,125.0,79.0,NA,NA,0.0,92.0,215.0,0.0,606.0,47.0,0.0,7.0,17.0,24.0,27.0
EEE,2014B,198902,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-34.0,NA,NA,NA,NA,NA,128.0,66.0,NA,NA,0.0,37.0,75.0,1.0,200.0,49.0,0.0,1.0,3.0,15.0,5.0
EEE,2014B,231019,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail,3.0,NA,33.0,46.0,68.0,47.0,NA,NA,NA,NA,0.0,132.0,159.0,16.0,193.0,0.0,0.0,140.0,4.0,32.0,32.0
EEE,2014B,231339,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Distinction,-1.0,NA,33.0,96.0,66.0,91.0,138.0,86.0,151.0,93.0,0.0,351.0,398.0,0.0,877.0,231.0,2.0,201.0,19.0,78.0,56.0
EEE,2014B,234559,M,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,-17.0,NA,33.0,71.0,82.0,68.0,133.0,67.0,167.0,52.0,0.0,65.0,144.0,2.0,511.0,24.0,0.0,132.0,14.0,21.0,19.0
EEE,2014B,237934,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-12.0,NA,33.0,51.0,NA,NA,NA,NA,NA,NA,0.0,0.0,17.0,0.0,38.0,0.0,0.0,1.0,0.0,1.0,0.0
EEE,2014B,244166,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-51.0,NA,32.0,94.0,68.0,80.0,117.0,44.0,159.0,1.0,1.0,99.0,62.0,3.0,459.0,0.0,0.0,160.0,12.0,31.0,10.0
EEE,2014B,244977,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-72.0,NA,28.0,97.0,68.0,92.0,124.0,95.0,150.0,88.0,0.0,325.0,185.0,14.0,865.0,81.0,1.0,88.0,112.0,46.0,37.0
EEE,2014B,247819,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-22.0,NA,32.0,96.0,68.0,83.0,116.0,96.0,152.0,76.0,5.0,212.0,479.0,4.0,973.0,203.0,3.0,204.0,50.0,112.0,83.0
EEE,2014B,248818,M,South West Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-57.0,NA,32.0,97.0,68.0,88.0,117.0,93.0,152.0,93.0,0.0,68.0,101.0,3.0,587.0,150.0,0.0,80.0,13.0,0.0,16.0
EEE,2014B,250092,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,23.0,16.0,1.0,67.0,0.0,0.0,3.0,1.0,3.0,3.0
EEE,2014B,256867,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction,-17.0,NA,33.0,98.0,75.0,87.0,124.0,92.0,152.0,72.0,2.0,32.0,248.0,0.0,977.0,370.0,0.0,163.0,21.0,43.0,57.0
EEE,2014B,261042,M,London Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,-20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,266040,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-52.0,45.0,27.0,71.0,NA,NA,NA,NA,NA,NA,0.0,35.0,74.0,0.0,148.0,0.0,0.0,82.0,0.0,10.0,9.0
EEE,2014B,267961,M,Scotland,Lower Than A Level,90-100%,0-35,1,60,N,Fail,-103.0,NA,32.0,96.0,57.0,85.0,NA,NA,NA,NA,0.0,17.0,143.0,1.0,641.0,90.0,1.0,88.0,22.0,30.0,23.0
EEE,2014B,272103,M,Scotland,A Level or Equivalent,30-40%,35-55,0,90,Y,Fail,-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,274218,M,London Region,Lower Than A Level,40-50%,0-35,0,40,N,Pass,-22.0,NA,33.0,96.0,67.0,92.0,116.0,70.0,160.0,96.0,0.0,184.0,280.0,0.0,483.0,295.0,0.0,177.0,13.0,12.0,54.0
EEE,2014B,278786,M,Scotland,Lower Than A Level,40-50%,35-55,1,135,N,Fail,-22.0,NA,33.0,77.0,72.0,68.0,122.0,60.0,156.0,67.0,0.0,14.0,114.0,0.0,407.0,18.0,0.0,111.0,11.0,13.0,4.0
EEE,2014B,285170,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-17.0,NA,36.0,89.0,71.0,84.0,NA,NA,162.0,80.0,0.0,59.0,278.0,3.0,774.0,313.0,2.0,169.0,75.0,120.0,69.0
EEE,2014B,289397,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-59.0,NA,32.0,65.0,67.0,88.0,123.0,92.0,NA,NA,0.0,0.0,55.0,0.0,208.0,0.0,0.0,5.0,136.0,2.0,6.0
EEE,2014B,291674,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,60,N,Distinction,-47.0,NA,33.0,98.0,68.0,93.0,117.0,95.0,151.0,97.0,0.0,632.0,275.0,1.0,416.0,391.0,0.0,128.0,42.0,37.0,67.0
EEE,2014B,293670,M,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Withdrawn,-22.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,9.0,2.0,41.0,0.0,0.0,1.0,0.0,1.0,0.0
EEE,2014B,293686,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,-22.0,NA,32.0,99.0,67.0,100.0,116.0,94.0,150.0,92.0,0.0,1432.0,617.0,0.0,779.0,419.0,3.0,125.0,25.0,76.0,40.0
EEE,2014B,294578,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-52.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,303774,M,Scotland,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,-45.0,171.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,308391,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-66.0,126.0,33.0,52.0,NA,NA,NA,NA,NA,NA,0.0,21.0,28.0,0.0,55.0,0.0,0.0,112.0,22.0,0.0,2.0
EEE,2014B,321112,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-129.0,110.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,324257,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-34.0,NA,37.0,97.0,76.0,95.0,138.0,26.0,NA,NA,0.0,184.0,286.0,0.0,626.0,0.0,0.0,173.0,4.0,65.0,68.0
EEE,2014B,329455,M,London Region,Post Graduate Qualification,20-30%,35-55,0,30,N,Distinction,-29.0,NA,31.0,95.0,67.0,89.0,123.0,85.0,152.0,87.0,1.0,483.0,355.0,11.0,1460.0,316.0,10.0,168.0,41.0,27.0,82.0
EEE,2014B,335355,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-178.0,NA,33.0,92.0,67.0,73.0,117.0,88.0,152.0,71.0,0.0,29.0,159.0,1.0,524.0,135.0,0.0,98.0,8.0,0.0,21.0
EEE,2014B,338854,M,Wales,HE Qualification,40-50%,35-55,0,150,N,Pass,-75.0,NA,28.0,88.0,63.0,68.0,116.0,60.0,152.0,38.0,0.0,231.0,352.0,1.0,1018.0,143.0,2.0,90.0,30.0,94.0,61.0
EEE,2014B,339353,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,120,N,Withdrawn,-93.0,-74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014B,342957,M,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-43.0,NA,27.0,96.0,67.0,92.0,116.0,74.0,151.0,87.0,0.0,1.0,92.0,0.0,216.0,334.0,0.0,245.0,9.0,52.0,2.0
EEE,2014B,349069,M,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,28.0,25.0,0.0,25.0,0.0,0.0,76.0,0.0,8.0,2.0
EEE,2014B,350690,F,South East Region,Lower Than A Level,20-30%,0-35,0,150,N,Fail,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,167.0,70.0,0.0,118.0,0.0,0.0,55.0,4.0,21.0,7.0
EEE,2014B,353368,M,North Western Region,A Level or Equivalent,10-20,0-35,1,60,N,Fail,-22.0,NA,40.0,85.0,68.0,81.0,118.0,75.0,NA,NA,0.0,120.0,56.0,1.0,212.0,0.0,0.0,2.0,3.0,6.0,44.0
EEE,2014B,353953,M,South East Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-44.0,NA,32.0,87.0,67.0,87.0,116.0,88.0,152.0,83.0,1.0,62.0,141.0,0.0,223.0,180.0,0.0,4.0,5.0,15.0,33.0
EEE,2014B,359460,F,South East Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn,-235.0,102.0,32.0,79.0,NA,NA,NA,NA,NA,NA,0.0,145.0,117.0,0.0,181.0,0.0,0.0,88.0,3.0,30.0,16.0
EEE,2014B,359728,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-47.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,6.0,0.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0
EEE,2014B,366424,F,South Region,HE Qualification,20-30%,0-35,0,135,N,Pass,-264.0,NA,24.0,84.0,60.0,78.0,109.0,78.0,150.0,74.0,2.0,249.0,456.0,5.0,717.0,218.0,2.0,107.0,14.0,105.0,89.0
EEE,2014B,368306,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,130,N,Pass,-143.0,NA,28.0,65.0,63.0,74.0,116.0,50.0,151.0,48.0,0.0,96.0,191.0,1.0,230.0,32.0,0.0,95.0,6.0,35.0,63.0
EEE,2014B,371113,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Withdrawn,-54.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,10.0,8.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0
EEE,2014B,372812,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-96.0,48.0,27.0,77.0,NA,NA,NA,NA,NA,NA,0.0,13.0,28.0,0.0,97.0,0.0,0.0,120.0,0.0,3.0,3.0
EEE,2014B,380921,M,East Anglian Region,HE Qualification,60-70%,0-35,0,30,N,Pass,-17.0,NA,33.0,87.0,67.0,76.0,117.0,62.0,152.0,64.0,0.0,13.0,169.0,3.0,307.0,127.0,0.0,184.0,10.0,15.0,40.0
EEE,2014B,382432,M,South West Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-61.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,50.0,0.0,82.0,0.0,0.0,115.0,0.0,1.0,2.0
EEE,2014B,382910,M,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,Pass,-15.0,NA,29.0,89.0,68.0,91.0,120.0,70.0,152.0,80.0,0.0,50.0,176.0,3.0,388.0,310.0,15.0,227.0,30.0,60.0,40.0
EEE,2014B,383239,M,Wales,Lower Than A Level,80-90%,0-35,0,30,N,Pass,-22.0,NA,33.0,96.0,68.0,90.0,117.0,87.0,152.0,91.0,0.0,142.0,157.0,0.0,606.0,249.0,0.0,100.0,27.0,7.0,15.0
EEE,2014B,389267,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass,-109.0,NA,32.0,98.0,67.0,86.0,117.0,90.0,151.0,83.0,0.0,572.0,526.0,4.0,900.0,226.0,0.0,206.0,41.0,13.0,107.0
EEE,2014B,393488,M,London Region,No Formal quals,20-30%,0-35,0,120,N,Pass,-82.0,NA,33.0,81.0,68.0,58.0,116.0,54.0,NA,NA,2.0,19.0,323.0,0.0,990.0,0.0,2.0,144.0,26.0,93.0,8.0
EEE,2014B,404239,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-103.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,23.0,0.0,10.0,0.0,0.0,1.0,1.0,6.0,0.0
EEE,2014B,407428,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,26.0,23.0,2.0,86.0,0.0,0.0,90.0,1.0,2.0,1.0
EEE,2014B,410810,F,South Region,Lower Than A Level,90-100%,0-35,0,100,N,Pass,-24.0,NA,32.0,94.0,67.0,80.0,116.0,84.0,151.0,85.0,1.0,134.0,314.0,0.0,533.0,141.0,0.0,159.0,18.0,36.0,31.0
EEE,2014B,411381,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,90,N,Fail,-25.0,NA,30.0,36.0,66.0,45.0,NA,NA,NA,NA,0.0,0.0,24.0,0.0,83.0,0.0,0.0,5.0,0.0,0.0,2.0
EEE,2014B,413891,M,Wales,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-104.0,NA,32.0,60.0,74.0,31.0,123.0,48.0,NA,NA,0.0,18.0,117.0,0.0,213.0,0.0,0.0,106.0,198.0,4.0,11.0
EEE,2014B,416689,F,Scotland,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-17.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
EEE,2014B,417547,M,South Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass,-50.0,NA,33.0,78.0,68.0,85.0,117.0,69.0,155.0,68.0,0.0,22.0,25.0,1.0,846.0,179.0,0.0,154.0,7.0,14.0,32.0
EEE,2014B,420333,F,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-47.0,NA,32.0,65.0,68.0,73.0,127.0,72.0,159.0,71.0,0.0,109.0,411.0,2.0,1299.0,177.0,0.0,113.0,29.0,52.0,56.0
EEE,2014B,421111,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-29.0,NA,33.0,54.0,75.0,43.0,117.0,46.0,152.0,26.0,0.0,25.0,214.0,0.0,678.0,37.0,0.0,94.0,9.0,4.0,43.0
EEE,2014B,422341,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-22.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0
EEE,2014B,424978,M,Wales,Lower Than A Level,60-70%,0-35,0,30,N,Pass,-15.0,NA,32.0,93.0,75.0,90.0,124.0,76.0,152.0,82.0,0.0,425.0,229.0,0.0,559.0,279.0,0.0,143.0,63.0,22.0,32.0
EEE,2014B,426316,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-57.0,NA,14.0,96.0,66.0,82.0,116.0,94.0,148.0,60.0,5.0,14.0,170.0,1.0,843.0,171.0,0.0,172.0,18.0,58.0,37.0
EEE,2014B,426616,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,-17.0,NA,33.0,90.0,68.0,85.0,117.0,0.0,165.0,81.0,0.0,39.0,282.0,3.0,701.0,156.0,1.0,280.0,20.0,85.0,70.0
EEE,2014B,431386,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,23.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EEE,2014B,437971,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,-103.0,128.0,32.0,96.0,NA,NA,NA,NA,NA,NA,1.0,106.0,140.0,3.0,342.0,0.0,0.0,66.0,17.0,34.0,27.0
EEE,2014B,441852,M,South West Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-60.0,NA,31.0,93.0,67.0,95.0,116.0,81.0,151.0,82.0,0.0,169.0,265.0,0.0,959.0,149.0,0.0,219.0,21.0,13.0,63.0
EEE,2014B,443948,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-24.0,NA,29.0,95.0,65.0,86.0,115.0,88.0,151.0,78.0,6.0,2251.0,1059.0,13.0,1627.0,970.0,19.0,336.0,173.0,374.0,291.0
EEE,2014B,444197,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-123.0,NA,31.0,82.0,68.0,87.0,117.0,94.0,152.0,86.0,0.0,243.0,261.0,5.0,374.0,270.0,1.0,200.0,3.0,7.0,47.0
EEE,2014B,444349,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Fail,-61.0,NA,33.0,80.0,68.0,71.0,NA,NA,NA,NA,0.0,9.0,34.0,4.0,216.0,0.0,0.0,89.0,0.0,2.0,12.0
EEE,2014B,446077,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-27.0,NA,34.0,65.0,68.0,56.0,NA,NA,NA,NA,0.0,7.0,199.0,7.0,384.0,1.0,0.0,130.0,5.0,19.0,5.0
EEE,2014B,446295,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,26.0,0.0,27.0,0.0,0.0,10.0,2.0,5.0,2.0
EEE,2014B,447235,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-72.0,NA,32.0,91.0,67.0,88.0,115.0,87.0,158.0,83.0,0.0,93.0,241.0,7.0,371.0,340.0,0.0,96.0,4.0,21.0,29.0
EEE,2014B,464724,M,South Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-25.0,NA,32.0,77.0,68.0,76.0,116.0,87.0,152.0,74.0,0.0,1260.0,961.0,4.0,1648.0,706.0,9.0,214.0,36.0,58.0,78.0
EEE,2014B,467144,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-59.0,NA,33.0,88.0,68.0,92.0,117.0,71.0,NA,NA,0.0,164.0,183.0,1.0,544.0,12.0,0.0,196.0,18.0,40.0,43.0
EEE,2014B,469761,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-110.0,NA,29.0,98.0,67.0,95.0,117.0,81.0,152.0,88.0,2.0,172.0,398.0,12.0,1208.0,516.0,0.0,191.0,156.0,61.0,100.0
EEE,2014B,469861,M,North Western Region,HE Qualification,60-70%,0-35,0,30,N,Pass,-149.0,NA,31.0,94.0,68.0,99.0,124.0,93.0,159.0,94.0,0.0,74.0,116.0,0.0,286.0,90.0,0.0,29.0,6.0,2.0,34.0
EEE,2014B,471018,M,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-68.0,NA,33.0,85.0,NA,NA,NA,NA,NA,NA,0.0,31.0,49.0,0.0,71.0,0.0,0.0,91.0,1.0,13.0,7.0
EEE,2014B,474628,M,South West Region,HE Qualification,80-90%,0-35,0,30,N,Pass,-25.0,NA,32.0,89.0,66.0,93.0,116.0,83.0,151.0,92.0,0.0,8.0,223.0,4.0,857.0,93.0,0.0,145.0,6.0,2.0,33.0
