code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,24282_date,24282_score,24283_date,24283_score,24284_date,24284_score,24285_date,24285_score,24286_date,24286_score,24287_date,24287_score,24288_date,24288_score,24289_date,24289_score,24290_date,24290_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
CCC,2014B,51576,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-100.0,66.0,29.0,92.0,NA,NA,NA,NA,NA,NA,20.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,146.0,94.0,0.0,29.0,0.0,60.0,19.0,20.0,3.0
CCC,2014B,54391,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-4.0,109.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,50.0,69.0,39.0,NA,NA,NA,NA,NA,NA,1.0,17.0,0.0,0.0,0.0,128.0,9.0,19.0,5.0
CCC,2014B,57340,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,60.0,69.0,81.0,139.0,70.0,209.0,72.0,230.0,68.0,60.0,159.0,2.0,18.0,4.0,706.0,48.0,81.0,12.0
CCC,2014B,59541,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn,-1.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,17.0,67.0,0.0,6.0,0.0,293.0,16.0,38.0,4.0
CCC,2014B,62278,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,40,N,Fail,-54.0,NA,32.0,72.0,102.0,75.0,151.0,56.0,NA,NA,20.0,50.0,69.0,67.0,139.0,53.0,NA,NA,NA,NA,103.0,234.0,0.0,76.0,0.0,349.0,89.0,178.0,8.0
CCC,2014B,64296,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-25.0,NA,32.0,92.0,NA,NA,NA,NA,NA,NA,20.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,80.0,97.0,0.0,230.0,0.0,138.0,25.0,54.0,9.0
CCC,2014B,66254,F,Ireland,A Level or Equivalent,NA,0-35,0,30,N,Fail,-26.0,NA,32.0,80.0,102.0,86.0,151.0,48.0,NA,NA,20.0,50.0,69.0,79.0,139.0,90.0,NA,NA,NA,NA,468.0,277.0,1.0,90.0,1.0,1093.0,86.0,126.0,7.0
CCC,2014B,69489,M,South West Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn,-268.0,-204.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,69494,F,Yorkshire Region,No Formal quals,20-30%,0-35,0,80,N,Withdrawn,-103.0,22.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,10.0,198.0,0.0,4.0,0.0,184.0,36.0,159.0,10.0
CCC,2014B,69703,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,-124.0,NA,32.0,88.0,102.0,62.0,151.0,80.0,200.0,64.0,20.0,80.0,69.0,89.0,139.0,41.0,209.0,83.0,230.0,84.0,103.0,186.0,0.0,1.0,1.0,277.0,69.0,57.0,1.0
CCC,2014B,70381,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Pass,-37.0,NA,32.0,86.0,102.0,71.0,151.0,61.0,200.0,80.0,20.0,40.0,69.0,92.0,139.0,71.0,209.0,87.0,234.0,90.0,1.0,113.0,0.0,64.0,4.0,436.0,37.0,99.0,1.0
CCC,2014B,70771,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-17.0,115.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,16.0,21.0,0.0,0.0,0.0,128.0,7.0,8.0,1.0
CCC,2014B,74290,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-47.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,19.0,69.0,2.0,3.0,0.0,70.0,22.0,38.0,1.0
CCC,2014B,75454,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-92.0,NA,31.0,82.0,100.0,95.0,156.0,81.0,200.0,62.0,20.0,70.0,69.0,92.0,139.0,71.0,209.0,26.0,230.0,66.0,201.0,531.0,0.0,10.0,7.0,3403.0,130.0,175.0,8.0
CCC,2014B,75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,210,N,Withdrawn,-97.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,75728,F,South West Region,HE Qualification,30-40%,35-55,0,30,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,70.0,69.0,67.0,NA,NA,NA,NA,NA,NA,271.0,382.0,0.0,83.0,1.0,933.0,86.0,107.0,5.0
CCC,2014B,79461,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,-62.0,215.0,32.0,56.0,NA,NA,157.0,43.0,200.0,43.0,20.0,40.0,69.0,26.0,139.0,11.0,209.0,17.0,NA,NA,163.0,146.0,0.0,0.0,0.0,418.0,31.0,50.0,2.0
CCC,2014B,80329,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,-156.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,59.0,0.0,1.0,0.0,71.0,13.0,16.0,3.0
CCC,2014B,82575,M,West Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,-29.0,NA,32.0,96.0,102.0,91.0,151.0,95.0,200.0,89.0,20.0,80.0,69.0,100.0,139.0,96.0,209.0,96.0,230.0,100.0,19.0,107.0,0.0,1.0,0.0,283.0,104.0,140.0,4.0
CCC,2014B,83219,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-29.0,NA,32.0,84.0,102.0,73.0,151.0,61.0,200.0,62.0,20.0,60.0,69.0,73.0,139.0,83.0,209.0,30.0,230.0,82.0,118.0,221.0,0.0,17.0,4.0,490.0,105.0,91.0,9.0
CCC,2014B,83453,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn,-68.0,125.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,30.0,NA,NA,NA,NA,NA,NA,NA,NA,24.0,90.0,0.0,10.0,0.0,98.0,42.0,112.0,6.0
CCC,2014B,84299,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-57.0,149.0,31.0,54.0,102.0,29.0,NA,NA,NA,NA,20.0,50.0,69.0,68.0,139.0,54.0,NA,NA,NA,NA,10.0,141.0,0.0,162.0,0.0,334.0,31.0,74.0,7.0
CCC,2014B,86047,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Withdrawn,-138.0,68.0,38.0,48.0,NA,NA,NA,NA,NA,NA,20.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,37.0,0.0,32.0,0.0,66.0,10.0,27.0,1.0
CCC,2014B,88758,M,North Region,Post Graduate Qualification,NA,35-55,0,330,N,Withdrawn,-138.0,-59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,94484,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,Y,Pass,-107.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,80.0,69.0,94.0,139.0,100.0,209.0,74.0,230.0,80.0,3.0,289.0,0.0,283.0,3.0,1535.0,45.0,113.0,4.0
CCC,2014B,95906,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-27.0,NA,31.0,98.0,101.0,96.0,155.0,92.0,200.0,91.0,20.0,90.0,69.0,94.0,139.0,96.0,209.0,100.0,230.0,82.0,297.0,219.0,11.0,142.0,1.0,907.0,37.0,100.0,7.0
CCC,2014B,96538,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-26.0,NA,32.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,69.0,55.0,139.0,13.0,NA,NA,NA,NA,0.0,34.0,0.0,2.0,0.0,97.0,17.0,31.0,1.0
CCC,2014B,97486,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-34.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
CCC,2014B,100621,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-25.0,45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,30.0,0.0,8.0,0.0,1.0,2.0,16.0,1.0
CCC,2014B,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass,-25.0,NA,NA,NA,NA,NA,151.0,42.0,NA,NA,20.0,30.0,69.0,67.0,139.0,61.0,209.0,54.0,236.0,60.0,22.0,170.0,0.0,541.0,0.0,365.0,28.0,73.0,2.0
CCC,2014B,107028,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-176.0,201.0,32.0,44.0,NA,NA,NA,NA,NA,NA,20.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,22.0,0.0,0.0,0.0,33.0,12.0,16.0,2.0
CCC,2014B,107339,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-178.0,NA,32.0,90.0,111.0,79.0,151.0,66.0,197.0,66.0,20.0,60.0,69.0,76.0,139.0,76.0,209.0,74.0,234.0,52.0,385.0,441.0,6.0,289.0,3.0,1074.0,54.0,117.0,14.0
CCC,2014B,108834,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-45.0,226.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,80.0,69.0,84.0,139.0,88.0,NA,NA,NA,NA,23.0,70.0,0.0,0.0,0.0,145.0,20.0,30.0,2.0
CCC,2014B,108947,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-102.0,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,116174,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn,-24.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,16.0,0.0,4.0,0.0,9.0,42.0,3.0,2.0
CCC,2014B,116518,M,London Region,HE Qualification,30-40%,0-35,0,80,N,Pass,-122.0,NA,30.0,86.0,101.0,82.0,148.0,67.0,199.0,72.0,20.0,60.0,69.0,85.0,139.0,63.0,209.0,59.0,230.0,66.0,44.0,195.0,0.0,0.0,0.0,494.0,99.0,108.0,2.0
CCC,2014B,117232,M,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-61.0,NA,31.0,92.0,102.0,65.0,158.0,64.0,200.0,59.0,20.0,70.0,69.0,77.0,139.0,65.0,209.0,65.0,230.0,58.0,39.0,313.0,0.0,10.0,1.0,505.0,88.0,138.0,5.0
CCC,2014B,118098,M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Fail,-26.0,NA,30.0,44.0,101.0,45.0,149.0,55.0,195.0,26.0,20.0,0.0,69.0,56.0,139.0,37.0,209.0,30.0,234.0,24.0,0.0,58.0,0.0,0.0,0.0,398.0,28.0,50.0,3.0
CCC,2014B,119353,M,North Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,-115.0,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,20.0,0.0,20.0,0.0,0.0,5.0,1.0,2.0
CCC,2014B,119729,M,East Anglian Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn,-24.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,11.0,81.0,0.0,301.0,0.0,80.0,41.0,56.0,3.0
CCC,2014B,122392,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,30.0,69.0,72.0,139.0,68.0,209.0,52.0,234.0,48.0,52.0,224.0,0.0,28.0,1.0,279.0,81.0,137.0,7.0
CCC,2014B,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Withdrawn,-144.0,207.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,40.0,69.0,88.0,139.0,77.0,NA,NA,NA,NA,52.0,114.0,0.0,50.0,0.0,219.0,33.0,71.0,7.0
CCC,2014B,124124,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-148.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,12.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0
CCC,2014B,124193,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Distinction,-29.0,NA,32.0,94.0,102.0,98.0,151.0,100.0,200.0,96.0,20.0,80.0,69.0,98.0,139.0,98.0,209.0,98.0,234.0,100.0,144.0,224.0,0.0,25.0,2.0,365.0,42.0,134.0,9.0
CCC,2014B,126337,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn,-101.0,34.0,32.0,72.0,NA,NA,NA,NA,NA,NA,20.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,144.0,96.0,4.0,91.0,0.0,298.0,23.0,66.0,7.0
CCC,2014B,126394,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-17.0,NA,32.0,90.0,102.0,91.0,151.0,87.0,208.0,69.0,20.0,90.0,69.0,94.0,139.0,82.0,209.0,87.0,234.0,82.0,474.0,505.0,0.0,0.0,0.0,645.0,100.0,172.0,2.0
CCC,2014B,126395,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,-257.0,NA,31.0,64.0,92.0,69.0,150.0,31.0,208.0,49.0,20.0,30.0,NA,NA,139.0,40.0,NA,NA,230.0,60.0,34.0,245.0,0.0,795.0,1.0,221.0,62.0,182.0,9.0
CCC,2014B,128510,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,-185.0,58.0,31.0,90.0,NA,NA,NA,NA,NA,NA,20.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,139.0,127.0,1.0,1.0,0.0,102.0,9.0,30.0,4.0
CCC,2014B,129198,F,North Western Region,HE Qualification,20-30%,35-55,0,150,Y,Withdrawn,-29.0,161.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.0,44.0,NA,NA,NA,NA,NA,NA,19.0,190.0,4.0,681.0,0.0,488.0,68.0,38.0,8.0
CCC,2014B,129638,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn,-29.0,101.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,40.0,69.0,26.0,NA,NA,NA,NA,NA,NA,15.0,184.0,1.0,188.0,0.0,358.0,95.0,78.0,2.0
CCC,2014B,129878,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,45,N,Fail,-172.0,NA,NA,NA,101.0,5.0,NA,NA,NA,NA,20.0,0.0,69.0,54.0,NA,NA,NA,NA,NA,NA,5.0,61.0,3.0,0.0,0.0,113.0,17.0,47.0,5.0
CCC,2014B,131145,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,-54.0,NA,31.0,84.0,102.0,86.0,137.0,81.0,199.0,85.0,20.0,70.0,69.0,100.0,139.0,81.0,209.0,83.0,234.0,86.0,838.0,1244.0,7.0,286.0,9.0,1899.0,258.0,339.0,14.0
CCC,2014B,131695,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-128.0,-52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,131933,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,30,N,Withdrawn,-75.0,132.0,32.0,94.0,102.0,78.0,NA,NA,NA,NA,20.0,70.0,69.0,93.0,NA,NA,NA,NA,NA,NA,57.0,102.0,0.0,17.0,0.0,550.0,30.0,56.0,11.0
CCC,2014B,132191,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,-176.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,36.0,10.0,0.0,0.0,6.0,6.0,19.0,1.0
CCC,2014B,133104,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Distinction,-26.0,NA,32.0,80.0,102.0,89.0,151.0,87.0,202.0,92.0,20.0,90.0,69.0,89.0,139.0,79.0,209.0,91.0,237.0,94.0,227.0,240.0,0.0,94.0,0.0,792.0,35.0,79.0,2.0
CCC,2014B,134025,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-166.0,135.0,31.0,94.0,109.0,95.0,NA,NA,NA,NA,20.0,90.0,69.0,95.0,NA,NA,NA,NA,NA,NA,93.0,212.0,0.0,78.0,0.0,303.0,68.0,76.0,6.0
CCC,2014B,135330,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Fail,-22.0,NA,32.0,64.0,NA,NA,NA,NA,NA,NA,20.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,31.0,90.0,0.0,7.0,0.0,57.0,14.0,35.0,8.0
CCC,2014B,135792,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-142.0,NA,41.0,80.0,NA,NA,NA,NA,NA,NA,20.0,50.0,69.0,83.0,NA,NA,NA,NA,NA,NA,87.0,124.0,0.0,128.0,0.0,252.0,76.0,59.0,2.0
CCC,2014B,139190,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn,-232.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,20.0,0.0,0.0,0.0,163.0,6.0,3.0,2.0
CCC,2014B,142935,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,70.0,69.0,94.0,139.0,73.0,209.0,74.0,234.0,48.0,347.0,804.0,0.0,2136.0,10.0,2230.0,160.0,444.0,29.0
CCC,2014B,145282,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,-67.0,NA,30.0,98.0,101.0,93.0,149.0,94.0,199.0,91.0,20.0,100.0,69.0,100.0,139.0,98.0,209.0,96.0,230.0,90.0,89.0,446.0,1.0,17.0,1.0,798.0,82.0,110.0,8.0
CCC,2014B,146125,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-150.0,-86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,147675,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn,-158.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,20.0,50.0,69.0,80.0,NA,NA,NA,NA,NA,NA,26.0,146.0,6.0,164.0,0.0,453.0,26.0,41.0,4.0
CCC,2014B,151549,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,-95.0,NA,40.0,84.0,NA,NA,NA,NA,NA,NA,20.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,23.0,79.0,0.0,31.0,0.0,109.0,20.0,17.0,6.0
CCC,2014B,152428,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-24.0,NA,30.0,70.0,102.0,77.0,150.0,58.0,200.0,48.0,20.0,70.0,69.0,58.0,139.0,61.0,209.0,43.0,230.0,60.0,428.0,398.0,0.0,876.0,7.0,1006.0,81.0,254.0,14.0
CCC,2014B,152962,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,80.0,69.0,81.0,139.0,75.0,209.0,83.0,230.0,60.0,23.0,455.0,1.0,481.0,5.0,6569.0,102.0,484.0,17.0
CCC,2014B,153687,F,South Region,A Level or Equivalent,60-70%,35-55,0,400,N,Withdrawn,-37.0,-30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CCC,2014B,153788,M,North Western Region,No Formal quals,20-30%,0-35,0,90,N,Withdrawn,-243.0,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.0,102.0,0.0,13.0,0.0,43.0,22.0,29.0,5.0
CCC,2014B,155067,M,North Western Region,Lower Than A Level,0-10%,35-55,0,45,N,Fail,-92.0,NA,31.0,66.0,102.0,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,24.0,0.0,1.0,0.0,9.0,11.0,24.0,1.0
CCC,2014B,155963,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,-22.0,NA,29.0,90.0,99.0,93.0,150.0,92.0,199.0,84.0,20.0,80.0,69.0,94.0,139.0,92.0,209.0,96.0,230.0,100.0,58.0,102.0,0.0,0.0,2.0,197.0,39.0,44.0,10.0
CCC,2014B,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,-53.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CCC,2014B,160300,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-201.0,NA,NA,NA,NA,NA,153.0,71.0,NA,NA,20.0,50.0,69.0,69.0,139.0,73.0,209.0,57.0,230.0,66.0,57.0,451.0,7.0,460.0,5.0,921.0,119.0,211.0,4.0
CCC,2014B,162650,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Fail,-23.0,NA,37.0,64.0,116.0,56.0,151.0,26.0,200.0,24.0,20.0,30.0,69.0,43.0,139.0,9.0,NA,NA,NA,NA,14.0,71.0,0.0,23.0,0.0,239.0,12.0,39.0,1.0
CCC,2014B,165647,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-190.0,143.0,27.0,80.0,101.0,70.0,NA,NA,NA,NA,20.0,40.0,69.0,23.0,139.0,10.0,NA,NA,NA,NA,48.0,92.0,0.0,1.0,0.0,233.0,15.0,48.0,3.0
CCC,2014B,165733,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,Y,Withdrawn,-79.0,171.0,NA,NA,102.0,17.0,151.0,18.0,NA,NA,NA,NA,69.0,69.0,139.0,14.0,NA,NA,NA,NA,74.0,189.0,2.0,28.0,0.0,552.0,61.0,94.0,11.0
CCC,2014B,166160,F,South Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,-25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0,100.0,69.0,100.0,NA,NA,209.0,100.0,230.0,100.0,10.0,223.0,9.0,46.0,2.0,2694.0,56.0,112.0,8.0
