code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25355_date,25355_score,25356_date,25356_score,25357_date,25357_score,25358_date,25358_score,25359_date,25359_score,25360_date,25360_score,25361_date,25361_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_resource,clicks_subpage,clicks_url
DDD,2014B,64767,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-24.0,152.0,25.0,78.0,53.0,62.0,80.0,79.0,116.0,61.0,NA,NA,NA,NA,NA,NA,1.0,12.0,0.0,81.0,0.0,23.0,68.0,2.0,19.0,0.0
DDD,2014B,67781,F,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-75.0,NA,25.0,65.0,52.0,74.0,73.0,68.0,97.0,90.0,157.0,81.0,204.0,65.0,234.0,84.0,22.0,640.0,0.0,460.0,36.0,103.0,65.0,93.0,321.0,31.0
DDD,2014B,69489,M,South West Region,Lower Than A Level,80-90%,0-35,2,150,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,49.0,0.0,26.0,0.0,11.0,4.0,3.0,13.0,3.0
DDD,2014B,71723,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-16.0,NA,25.0,77.0,59.0,12.0,75.0,48.0,NA,NA,NA,NA,NA,NA,NA,NA,5.0,79.0,0.0,73.0,0.0,33.0,1.0,8.0,50.0,2.0
DDD,2014B,75309,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-221.0,-10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DDD,2014B,75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,4,210,N,Withdrawn,-97.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,76081,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,150,Y,Withdrawn,-122.0,100.0,24.0,61.0,47.0,83.0,79.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,200.0,18.0,354.0,3.0,83.0,51.0,97.0,208.0,32.0
DDD,2014B,84576,M,Wales,HE Qualification,30-40%,35-55,0,150,N,Distinction,-43.0,NA,-6.0,92.0,32.0,97.0,63.0,93.0,148.0,0.0,148.0,48.0,186.0,21.0,236.0,91.0,76.0,185.0,0.0,461.0,9.0,365.0,239.0,85.0,672.0,34.0
DDD,2014B,84605,M,North Region,A Level or Equivalent,NA,35-55,1,120,N,Pass,82.0,NA,-1.0,81.0,-1.0,90.0,-1.0,90.0,116.0,85.0,NA,NA,NA,NA,236.0,76.0,3.0,127.0,0.0,88.0,0.0,76.0,24.0,9.0,49.0,12.0
DDD,2014B,85216,F,Scotland,HE Qualification,10-20,35-55,1,195,N,Fail,-101.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,85304,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-43.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,12.0,0.0,1.0,0.0,2.0,8.0,0.0
DDD,2014B,88490,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Distinction,-93.0,NA,22.0,93.0,43.0,98.0,54.0,97.0,80.0,92.0,148.0,72.0,182.0,97.0,234.0,96.0,15.0,114.0,139.0,152.0,42.0,31.0,75.0,64.0,305.0,16.0
DDD,2014B,88910,F,North Western Region,Lower Than A Level,10-20,0-35,1,180,N,Pass,-121.0,NA,25.0,76.0,53.0,67.0,74.0,62.0,128.0,51.0,164.0,35.0,202.0,20.0,236.0,56.0,0.0,99.0,0.0,177.0,0.0,87.0,47.0,41.0,115.0,10.0
DDD,2014B,89904,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-23.0,NA,20.0,91.0,47.0,89.0,68.0,87.0,111.0,89.0,153.0,52.0,195.0,81.0,234.0,78.0,1.0,152.0,0.0,171.0,2.0,44.0,69.0,40.0,119.0,11.0
DDD,2014B,90537,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-75.0,NA,22.0,76.0,53.0,74.0,74.0,70.0,116.0,64.0,157.0,52.0,200.0,58.0,236.0,69.0,14.0,47.0,0.0,188.0,1.0,112.0,2.0,83.0,328.0,35.0
DDD,2014B,95356,F,Scotland,HE Qualification,20-30%,0-35,1,240,N,Withdrawn,-29.0,160.0,29.0,33.0,NA,NA,72.0,30.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,0.0,34.0,0.0,21.0,0.0,2.0,14.0,0.0
DDD,2014B,97939,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-17.0,NA,25.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,16.0,0.0,40.0,0.0,16.0,6.0,3.0,12.0,5.0
DDD,2014B,99151,M,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-44.0,NA,25.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,187.0,0.0,113.0,1.0,22.0,2.0,5.0,44.0,22.0
DDD,2014B,103891,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-144.0,-7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,111959,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-50.0,194.0,24.0,77.0,52.0,79.0,89.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,22.0,0.0,66.0,0.0,177.0,16.0,27.0,99.0,17.0
DDD,2014B,116763,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,-62.0,58.0,24.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,25.0,0.0,25.0,0.0,39.0,0.0,2.0,17.0,4.0
DDD,2014B,117281,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-155.0,NA,23.0,87.0,51.0,84.0,72.0,93.0,110.0,73.0,156.0,72.0,199.0,84.0,234.0,87.0,40.0,233.0,11.0,202.0,1.0,364.0,130.0,125.0,311.0,10.0
DDD,2014B,117435,M,South West Region,Lower Than A Level,30-40%,0-35,1,60,Y,Fail,-23.0,NA,-1.0,73.0,-1.0,55.0,NA,NA,-1.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,118479,M,Ireland,A Level or Equivalent,NA,0-35,0,60,N,Pass,-37.0,NA,22.0,79.0,51.0,86.0,72.0,86.0,115.0,88.0,159.0,82.0,198.0,82.0,238.0,84.0,12.0,1066.0,24.0,824.0,10.0,259.0,325.0,157.0,725.0,61.0
DDD,2014B,118578,F,Scotland,A Level or Equivalent,60-70%,0-35,1,100,Y,Withdrawn,-164.0,-57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,124134,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail,-59.0,NA,17.0,96.0,50.0,95.0,72.0,99.0,115.0,95.0,NA,NA,NA,NA,NA,NA,2.0,162.0,0.0,322.0,4.0,57.0,282.0,35.0,227.0,55.0
DDD,2014B,124847,F,North Western Region,Lower Than A Level,30-40%,35-55,0,210,Y,Withdrawn,-116.0,-113.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,127580,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-29.0,NA,24.0,74.0,53.0,83.0,74.0,88.0,116.0,79.0,158.0,49.0,NA,NA,234.0,91.0,38.0,800.0,4.0,799.0,9.0,397.0,104.0,167.0,633.0,51.0
DDD,2014B,128348,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-26.0,116.0,30.0,52.0,52.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,164.0,0.0,115.0,5.0,48.0,37.0,24.0,79.0,19.0
DDD,2014B,131695,F,East Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-128.0,117.0,24.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,67.0,0.0,70.0,3.0,28.0,14.0,6.0,29.0,4.0
DDD,2014B,134721,F,West Midlands Region,Lower Than A Level,0-10%,35-55,2,60,N,Withdrawn,-138.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,9.0,0.0,28.0,3.0,12.0,0.0,12.0,16.0,10.0
DDD,2014B,137150,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn,-139.0,214.0,25.0,45.0,56.0,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,10.0,0.0,49.0,0.0,24.0,2.0,18.0,39.0,4.0
DDD,2014B,138204,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-27.0,NA,25.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,17.0,0.0,56.0,0.0,61.0,0.0,11.0,34.0,2.0
DDD,2014B,138416,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-171.0,NA,14.0,77.0,51.0,72.0,79.0,83.0,115.0,59.0,164.0,85.0,206.0,73.0,234.0,64.0,15.0,374.0,0.0,205.0,27.0,40.0,105.0,42.0,163.0,6.0
DDD,2014B,138704,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-17.0,NA,24.0,82.0,52.0,78.0,74.0,73.0,117.0,80.0,158.0,54.0,207.0,81.0,234.0,71.0,1.0,196.0,0.0,312.0,1.0,391.0,79.0,64.0,218.0,36.0
DDD,2014B,139455,F,West Midlands Region,Lower Than A Level,30-40%,0-35,2,60,N,Fail,-89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,21.0,0.0,24.0,0.0,25.0,42.0,1.0
DDD,2014B,141182,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,-23.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0
DDD,2014B,141301,M,West Midlands Region,Lower Than A Level,10-20,0-35,3,150,N,Withdrawn,-57.0,-53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,141497,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-103.0,NA,24.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,100.0,0.0,141.0,5.0,44.0,17.0,80.0,79.0,19.0
DDD,2014B,144908,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-71.0,63.0,22.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,144.0,0.0,67.0,1.0,25.0,50.0,11.0,36.0,6.0
DDD,2014B,145114,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-102.0,NA,24.0,77.0,52.0,79.0,71.0,89.0,115.0,39.0,NA,NA,199.0,24.0,234.0,51.0,7.0,240.0,1.0,224.0,15.0,105.0,52.0,123.0,332.0,12.0
DDD,2014B,145640,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-22.0,NA,18.0,89.0,45.0,90.0,72.0,95.0,115.0,91.0,156.0,79.0,198.0,91.0,234.0,87.0,22.0,83.0,0.0,330.0,3.0,237.0,104.0,78.0,198.0,15.0
DDD,2014B,145770,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-87.0,54.0,25.0,41.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,21.0,0.0,6.0,0.0,12.0,0.0,0.0,3.0,0.0
DDD,2014B,152320,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn,-118.0,199.0,21.0,78.0,51.0,80.0,73.0,90.0,116.0,75.0,NA,NA,NA,NA,NA,NA,23.0,272.0,3.0,439.0,11.0,121.0,99.0,137.0,664.0,60.0
DDD,2014B,154697,F,South West Region,A Level or Equivalent,80-90%,35-55,4,80,Y,Withdrawn,-17.0,139.0,NA,NA,NA,NA,94.0,24.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,37.0,0.0,13.0,0.0,14.0,1.0,0.0,5.0,1.0
DDD,2014B,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,1,210,N,Withdrawn,-131.0,-129.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,161286,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-100.0,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,161878,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-68.0,209.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,10.0,0.0,7.0,1.0,4.0,0.0,3.0,10.0,1.0
DDD,2014B,162901,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Withdrawn,-101.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,9.0,0.0,10.0,0.0,1.0,7.0,2.0
DDD,2014B,165178,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,-72.0,NA,-1.0,59.0,53.0,70.0,74.0,59.0,115.0,39.0,158.0,53.0,NA,NA,234.0,40.0,1.0,73.0,0.0,137.0,12.0,39.0,29.0,17.0,39.0,10.0
DDD,2014B,172965,M,Scotland,Post Graduate Qualification,60-70%,35-55,1,150,N,Withdrawn,-144.0,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0
DDD,2014B,178258,F,West Midlands Region,HE Qualification,10-20,35-55,0,270,N,Withdrawn,-50.0,202.0,25.0,68.0,50.0,90.0,72.0,95.0,116.0,71.0,156.0,79.0,NA,NA,NA,NA,11.0,392.0,21.0,386.0,21.0,114.0,292.0,46.0,374.0,14.0
DDD,2014B,183331,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-88.0,NA,25.0,81.0,58.0,51.0,79.0,39.0,130.0,14.0,NA,NA,NA,NA,237.0,29.0,3.0,346.0,0.0,339.0,4.0,106.0,101.0,94.0,203.0,11.0
DDD,2014B,187663,M,North Region,HE Qualification,10-20,0-35,0,60,N,Pass,-16.0,NA,25.0,67.0,53.0,25.0,74.0,55.0,116.0,56.0,158.0,48.0,NA,NA,236.0,71.0,4.0,205.0,0.0,97.0,2.0,279.0,15.0,30.0,88.0,4.0
DDD,2014B,189178,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-67.0,NA,25.0,85.0,53.0,81.0,74.0,92.0,116.0,62.0,158.0,92.0,200.0,69.0,234.0,36.0,2.0,906.0,0.0,1203.0,12.0,470.0,415.0,60.0,459.0,11.0
DDD,2014B,189442,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,135,N,Withdrawn,-46.0,142.0,19.0,68.0,54.0,76.0,74.0,66.0,116.0,59.0,NA,NA,NA,NA,NA,NA,18.0,478.0,1.0,481.0,25.0,144.0,50.0,70.0,316.0,50.0
DDD,2014B,192186,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-23.0,NA,25.0,59.0,53.0,67.0,74.0,85.0,116.0,59.0,158.0,67.0,200.0,31.0,236.0,47.0,10.0,382.0,5.0,277.0,14.0,88.0,123.0,86.0,243.0,22.0
DDD,2014B,196264,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-139.0,-10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,201151,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Distinction,-68.0,NA,23.0,83.0,52.0,77.0,73.0,87.0,115.0,88.0,157.0,63.0,200.0,78.0,236.0,89.0,4.0,346.0,0.0,184.0,12.0,89.0,54.0,69.0,253.0,12.0
DDD,2014B,226895,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,-34.0,180.0,24.0,41.0,52.0,94.0,73.0,90.0,NA,NA,155.0,75.0,NA,NA,NA,NA,2.0,186.0,0.0,236.0,0.0,170.0,112.0,79.0,117.0,11.0
DDD,2014B,227826,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,1,60,N,Withdrawn,-101.0,NA,22.0,72.0,52.0,57.0,72.0,94.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,70.0,0.0,90.0,5.0,44.0,4.0,19.0,79.0,9.0
DDD,2014B,228272,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-82.0,NA,25.0,85.0,73.0,88.0,95.0,84.0,NA,NA,158.0,33.0,200.0,4.0,234.0,78.0,19.0,508.0,0.0,356.0,29.0,185.0,160.0,126.0,471.0,39.0
DDD,2014B,228373,F,South West Region,A Level or Equivalent,50-60%,0-35,1,60,N,Fail,-152.0,NA,25.0,72.0,53.0,55.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,100.0,0.0,80.0,0.0,62.0,20.0,20.0,44.0,1.0
DDD,2014B,228775,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Fail,-59.0,NA,23.0,63.0,51.0,75.0,73.0,79.0,115.0,36.0,NA,NA,NA,NA,NA,NA,2.0,165.0,0.0,284.0,19.0,238.0,46.0,40.0,119.0,25.0
DDD,2014B,229499,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,90,N,Fail,-57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,4.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0
DDD,2014B,231973,F,South East Region,Lower Than A Level,10-20,35-55,0,60,Y,Withdrawn,-87.0,48.0,24.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,189.0,0.0,174.0,8.0,51.0,26.0,34.0,117.0,15.0
DDD,2014B,232827,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-36.0,NA,25.0,93.0,53.0,90.0,74.0,94.0,116.0,99.0,158.0,92.0,NA,NA,234.0,87.0,2.0,582.0,0.0,254.0,8.0,51.0,76.0,159.0,105.0,4.0
DDD,2014B,233868,M,South Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-23.0,196.0,32.0,11.0,53.0,65.0,74.0,58.0,116.0,30.0,165.0,47.0,NA,NA,NA,NA,2.0,127.0,0.0,81.0,0.0,216.0,57.0,24.0,64.0,10.0
DDD,2014B,236015,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-46.0,53.0,24.0,92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,59.0,0.0,81.0,4.0,21.0,20.0,8.0,49.0,13.0
DDD,2014B,237925,F,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,-36.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,1.0,0.0,39.0,0.0,35.0,0.0,9.0,47.0,2.0
DDD,2014B,237969,F,Yorkshire Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-122.0,-109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2014B,239459,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-29.0,NA,20.0,94.0,51.0,90.0,73.0,77.0,123.0,55.0,NA,NA,199.0,73.0,236.0,64.0,40.0,531.0,2.0,579.0,28.0,94.0,107.0,113.0,764.0,72.0
DDD,2014B,240389,F,South Region,HE Qualification,80-90%,35-55,1,150,N,Withdrawn,-96.0,136.0,-1.0,74.0,-1.0,63.0,-1.0,82.0,-1.0,38.0,-1.0,30.0,NA,NA,NA,NA,2.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0
DDD,2014B,240486,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-144.0,NA,24.0,93.0,53.0,81.0,73.0,87.0,116.0,59.0,158.0,82.0,NA,NA,234.0,69.0,8.0,1129.0,2.0,636.0,37.0,42.0,147.0,120.0,435.0,64.0
DDD,2014B,240755,M,London Region,A Level or Equivalent,90-100%,0-35,1,120,N,Distinction,-67.0,NA,-1.0,90.0,-1.0,88.0,-1.0,72.0,-1.0,72.0,NA,NA,NA,NA,234.0,78.0,0.0,11.0,0.0,21.0,1.0,1.0,0.0,15.0,27.0,0.0
DDD,2014B,242633,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-4.0,NA,25.0,85.0,60.0,73.0,88.0,40.0,116.0,71.0,NA,NA,200.0,28.0,234.0,56.0,1.0,149.0,0.0,88.0,5.0,75.0,47.0,37.0,63.0,5.0
DDD,2014B,244438,M,North Western Region,A Level or Equivalent,10-20,0-35,1,540,N,Withdrawn,-34.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,0.0,34.0,0.0,45.0,0.0,5.0,25.0,1.0
