code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,30719_date,30719_score,30720_date,30720_score,30721_date,30721_score,30722_date,30722_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
EEE,2014J,126450,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-66.0,NA,32.0,91.0,67.0,81.0,130.0,69.0,166.0,83.0,0.0,801.0,419.0,8.0,748.0,351.0,1.0,161.0,26.0,12.0,39.0
EEE,2014J,128817,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-53.0,79.0,31.0,66.0,NA,NA,NA,NA,NA,NA,0.0,82.0,105.0,0.0,377.0,0.0,0.0,127.0,5.0,22.0,17.0
EEE,2014J,131776,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-35.0,NA,33.0,95.0,69.0,86.0,131.0,87.0,173.0,68.0,0.0,68.0,163.0,2.0,702.0,44.0,0.0,68.0,12.0,1.0,5.0
EEE,2014J,134212,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-37.0,NA,32.0,90.0,68.0,92.0,131.0,76.0,166.0,77.0,0.0,225.0,357.0,2.0,1103.0,227.0,0.0,134.0,7.0,13.0,28.0
EEE,2014J,135763,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,1,40,N,Pass,-103.0,NA,31.0,83.0,67.0,72.0,130.0,75.0,164.0,90.0,0.0,4.0,89.0,0.0,339.0,21.0,0.0,92.0,16.0,17.0,3.0
EEE,2014J,142092,M,North Western Region,HE Qualification,20-30%,35-55,0,120,N,Distinction,-94.0,NA,31.0,100.0,66.0,95.0,127.0,93.0,165.0,94.0,1.0,43.0,211.0,1.0,634.0,436.0,1.0,118.0,52.0,39.0,20.0
EEE,2014J,158708,M,East Anglian Region,HE Qualification,80-90%,0-35,0,30,N,Pass,-32.0,NA,31.0,86.0,66.0,87.0,131.0,84.0,166.0,98.0,0.0,101.0,309.0,1.0,729.0,156.0,0.0,248.0,11.0,85.0,40.0
EEE,2014J,159287,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass,-110.0,NA,16.0,80.0,68.0,86.0,113.0,87.0,157.0,79.0,0.0,477.0,501.0,0.0,1321.0,217.0,0.0,171.0,103.0,11.0,91.0
EEE,2014J,161781,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-38.0,NA,32.0,90.0,68.0,85.0,NA,NA,NA,NA,0.0,160.0,101.0,0.0,179.0,0.0,0.0,77.0,2.0,13.0,13.0
EEE,2014J,162210,M,North Western Region,Lower Than A Level,70-80%,35-55,0,90,N,Distinction,-23.0,NA,34.0,90.0,63.0,93.0,130.0,94.0,165.0,91.0,1.0,359.0,497.0,0.0,1403.0,314.0,0.0,177.0,30.0,73.0,101.0
EEE,2014J,164708,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-103.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,35.0,1.0,85.0,0.0,0.0,142.0,0.0,15.0,3.0
EEE,2014J,171843,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass,-149.0,NA,32.0,79.0,67.0,81.0,131.0,78.0,166.0,58.0,0.0,191.0,201.0,0.0,419.0,154.0,0.0,199.0,11.0,42.0,43.0
EEE,2014J,173341,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Fail,-80.0,NA,33.0,58.0,NA,NA,NA,NA,NA,NA,0.0,8.0,40.0,2.0,36.0,0.0,0.0,4.0,0.0,5.0,1.0
EEE,2014J,174512,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,90,N,Withdrawn,-30.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,175940,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-51.0,NA,33.0,88.0,NA,NA,137.0,80.0,174.0,71.0,0.0,11.0,187.0,7.0,412.0,115.0,0.0,108.0,23.0,28.0,9.0
EEE,2014J,177186,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn,-17.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
EEE,2014J,177472,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,-13.0,NA,33.0,97.0,NA,NA,NA,NA,NA,NA,0.0,109.0,80.0,3.0,229.0,2.0,0.0,91.0,3.0,22.0,10.0
EEE,2014J,189117,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction,-5.0,NA,30.0,90.0,66.0,99.0,131.0,74.0,163.0,82.0,0.0,197.0,164.0,0.0,505.0,176.0,0.0,65.0,9.0,5.0,20.0
EEE,2014J,190780,M,Scotland,HE Qualification,60-70%,0-35,0,120,N,Pass,-87.0,NA,34.0,94.0,68.0,97.0,168.0,86.0,167.0,90.0,2.0,307.0,296.0,1.0,871.0,144.0,0.0,223.0,32.0,64.0,22.0
EEE,2014J,191000,M,Scotland,Post Graduate Qualification,80-90%,0-35,1,30,N,Fail,-38.0,NA,-1.0,72.0,-1.0,89.0,-1.0,87.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,195252,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,50,N,Fail,-103.0,NA,33.0,72.0,69.0,77.0,NA,NA,NA,NA,1.0,17.0,87.0,0.0,219.0,0.0,0.0,83.0,1.0,9.0,20.0
EEE,2014J,195897,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-14.0,NA,NA,NA,68.0,96.0,129.0,97.0,164.0,86.0,0.0,154.0,153.0,0.0,1019.0,226.0,1.0,72.0,14.0,20.0,19.0
EEE,2014J,196132,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-11.0,NA,27.0,86.0,61.0,91.0,130.0,69.0,165.0,76.0,0.0,223.0,380.0,7.0,1063.0,441.0,0.0,246.0,15.0,13.0,45.0
EEE,2014J,202606,M,Ireland,HE Qualification,90-100%,0-35,0,60,N,Pass,-130.0,NA,19.0,98.0,55.0,99.0,117.0,97.0,164.0,99.0,12.0,397.0,341.0,1.0,1357.0,351.0,0.0,150.0,21.0,50.0,48.0
EEE,2014J,231017,M,Scotland,A Level or Equivalent,90-100%,35-55,0,30,N,Pass,-107.0,NA,32.0,78.0,67.0,81.0,130.0,75.0,164.0,67.0,0.0,166.0,227.0,10.0,528.0,344.0,0.0,143.0,11.0,30.0,61.0
EEE,2014J,232078,M,Yorkshire Region,HE Qualification,10-20,35-55,0,30,N,Fail,-24.0,NA,57.0,56.0,NA,NA,NA,NA,NA,NA,0.0,0.0,18.0,0.0,86.0,0.0,0.0,2.0,6.0,0.0,0.0
EEE,2014J,233335,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,Y,Pass,-53.0,NA,38.0,86.0,72.0,76.0,135.0,66.0,166.0,76.0,2.0,251.0,302.0,9.0,851.0,152.0,2.0,226.0,29.0,18.0,50.0
EEE,2014J,233685,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-66.0,NA,30.0,70.0,51.0,87.0,129.0,79.0,163.0,80.0,0.0,447.0,773.0,7.0,1735.0,887.0,0.0,177.0,19.0,238.0,156.0
EEE,2014J,236512,M,North Western Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail,-92.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,40.0,1.0,40.0,0.0,0.0,209.0,0.0,10.0,5.0
EEE,2014J,239908,M,South Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-89.0,NA,31.0,84.0,67.0,80.0,130.0,82.0,165.0,74.0,0.0,4.0,197.0,0.0,410.0,86.0,0.0,1.0,28.0,69.0,11.0
EEE,2014J,241728,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,-46.0,NA,31.0,100.0,67.0,99.0,130.0,96.0,165.0,97.0,0.0,3980.0,1700.0,24.0,1686.0,794.0,5.0,219.0,15.0,56.0,162.0
EEE,2014J,243926,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail,-53.0,NA,33.0,61.0,NA,NA,NA,NA,NA,NA,0.0,52.0,130.0,4.0,340.0,0.0,0.0,209.0,3.0,3.0,9.0
EEE,2014J,247653,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-92.0,-4.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,3.0,12.0,0.0,23.0,0.0,0.0,3.0,0.0,4.0,4.0
EEE,2014J,250159,F,South East Region,HE Qualification,60-70%,0-35,0,150,N,Pass,-53.0,NA,29.0,72.0,58.0,75.0,128.0,60.0,165.0,76.0,1.0,251.0,214.0,0.0,333.0,143.0,0.0,118.0,14.0,68.0,25.0
EEE,2014J,253496,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-4.0,NA,29.0,73.0,68.0,55.0,131.0,48.0,166.0,65.0,0.0,328.0,287.0,11.0,743.0,260.0,0.0,139.0,6.0,47.0,46.0
EEE,2014J,255449,M,Scotland,A Level or Equivalent,20-30%,0-35,1,30,N,Withdrawn,-109.0,124.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2014J,269220,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,-24.0,NA,33.0,85.0,68.0,90.0,131.0,83.0,166.0,85.0,0.0,97.0,244.0,3.0,822.0,269.0,0.0,88.0,48.0,5.0,24.0
EEE,2014J,270764,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-64.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,12.0,0.0,21.0,0.0,0.0,2.0,0.0,2.0,1.0
EEE,2014J,270988,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-24.0,NA,32.0,87.0,67.0,83.0,137.0,88.0,165.0,72.0,0.0,526.0,215.0,2.0,434.0,178.0,0.0,112.0,23.0,33.0,21.0
EEE,2014J,274967,M,Scotland,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-24.0,NA,33.0,78.0,65.0,78.0,129.0,67.0,165.0,80.0,0.0,377.0,158.0,1.0,617.0,303.0,0.0,92.0,5.0,5.0,23.0
EEE,2014J,284095,F,South West Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,-53.0,NA,31.0,89.0,67.0,80.0,142.0,81.0,165.0,89.0,0.0,71.0,310.0,8.0,1075.0,121.0,1.0,172.0,16.0,70.0,49.0
EEE,2014J,285934,M,North Region,Lower Than A Level,NA,35-55,0,60,N,Pass,-16.0,NA,30.0,91.0,69.0,99.0,123.0,89.0,164.0,100.0,3.0,986.0,524.0,14.0,1259.0,671.0,1.0,386.0,22.0,90.0,64.0
EEE,2014J,286262,M,South Region,Lower Than A Level,90-100%,0-35,1,120,Y,Pass,-108.0,NA,-1.0,78.0,67.0,86.0,142.0,80.0,165.0,54.0,2.0,0.0,85.0,0.0,321.0,0.0,0.0,57.0,6.0,16.0,3.0
EEE,2014J,286527,F,North Western Region,A Level or Equivalent,70-80%,0-35,1,90,N,Pass,-16.0,NA,33.0,81.0,68.0,69.0,131.0,55.0,173.0,33.0,0.0,107.0,86.0,2.0,137.0,11.0,0.0,1.0,3.0,33.0,8.0
EEE,2014J,293321,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-30.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,296222,M,South East Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,-86.0,NA,32.0,97.0,67.0,96.0,130.0,98.0,165.0,91.0,0.0,167.0,185.0,1.0,632.0,86.0,0.0,121.0,6.0,14.0,8.0
EEE,2014J,298148,M,London Region,HE Qualification,70-80%,0-35,0,80,N,Pass,-30.0,NA,31.0,93.0,54.0,96.0,118.0,72.0,156.0,93.0,0.0,29.0,168.0,0.0,150.0,127.0,1.0,111.0,29.0,106.0,20.0
EEE,2014J,299707,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,150,Y,Pass,-150.0,NA,23.0,98.0,63.0,94.0,116.0,73.0,151.0,82.0,0.0,68.0,195.0,0.0,717.0,99.0,0.0,145.0,35.0,61.0,17.0
EEE,2014J,302363,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn,-16.0,32.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,188.0,137.0,0.0,101.0,0.0,1.0,95.0,3.0,14.0,2.0
EEE,2014J,307953,M,Scotland,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-140.0,NA,32.0,92.0,65.0,92.0,130.0,81.0,165.0,89.0,0.0,81.0,184.0,0.0,388.0,212.0,4.0,15.0,118.0,25.0,46.0
EEE,2014J,310968,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-7.0,NA,27.0,89.0,65.0,76.0,129.0,79.0,166.0,81.0,0.0,169.0,306.0,23.0,657.0,227.0,0.0,180.0,13.0,13.0,10.0
EEE,2014J,316454,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,-84.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,318769,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-38.0,NA,32.0,84.0,67.0,69.0,130.0,95.0,165.0,96.0,3.0,242.0,349.0,12.0,917.0,220.0,0.0,221.0,30.0,31.0,41.0
EEE,2014J,318855,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-38.0,NA,53.0,46.0,NA,NA,NA,NA,NA,NA,0.0,0.0,25.0,0.0,62.0,0.0,0.0,1.0,0.0,5.0,0.0
EEE,2014J,322641,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-120.0,172.0,32.0,93.0,65.0,94.0,128.0,75.0,NA,NA,1.0,67.0,139.0,0.0,268.0,23.0,0.0,69.0,3.0,39.0,19.0
EEE,2014J,325518,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-14.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,8.0,18.0,0.0,13.0,0.0,0.0,25.0,6.0,1.0,4.0
EEE,2014J,331622,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn,-22.0,-3.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2014J,332945,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-22.0,NA,32.0,98.0,67.0,95.0,131.0,92.0,165.0,92.0,2.0,286.0,485.0,3.0,1421.0,167.0,0.0,139.0,79.0,94.0,35.0
EEE,2014J,333637,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-34.0,NA,30.0,65.0,58.0,87.0,131.0,54.0,165.0,64.0,0.0,28.0,97.0,0.0,344.0,48.0,0.0,1.0,20.0,65.0,4.0
EEE,2014J,333976,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,30,N,Fail,-31.0,NA,47.0,85.0,71.0,70.0,170.0,68.0,NA,NA,1.0,113.0,231.0,5.0,555.0,115.0,0.0,4.0,15.0,83.0,32.0
EEE,2014J,336014,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,-28.0,139.0,31.0,97.0,68.0,94.0,NA,NA,NA,NA,0.0,22.0,148.0,2.0,348.0,0.0,0.0,119.0,3.0,72.0,16.0
EEE,2014J,337741,M,London Region,Lower Than A Level,30-40%,0-35,0,50,N,Withdrawn,-58.0,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,341010,M,Scotland,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-24.0,NA,31.0,90.0,72.0,80.0,130.0,71.0,165.0,91.0,0.0,437.0,378.0,5.0,1317.0,446.0,0.0,184.0,8.0,8.0,41.0
EEE,2014J,342187,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2014J,344740,M,London Region,Lower Than A Level,60-70%,35-55,0,90,N,Distinction,-18.0,NA,31.0,99.0,67.0,87.0,131.0,80.0,165.0,90.0,1.0,2536.0,844.0,34.0,1890.0,692.0,15.0,172.0,85.0,121.0,34.0
EEE,2014J,345256,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass,-32.0,NA,31.0,89.0,68.0,95.0,131.0,94.0,165.0,64.0,0.0,450.0,396.0,13.0,828.0,184.0,0.0,165.0,22.0,52.0,48.0
EEE,2014J,345288,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-74.0,NA,33.0,84.0,67.0,93.0,130.0,78.0,165.0,80.0,0.0,884.0,495.0,16.0,984.0,184.0,1.0,166.0,34.0,33.0,78.0
EEE,2014J,346093,M,Ireland,Post Graduate Qualification,NA,0-35,0,30,N,Pass,-49.0,NA,28.0,91.0,67.0,84.0,129.0,89.0,162.0,93.0,0.0,723.0,533.0,7.0,1366.0,275.0,0.0,191.0,22.0,39.0,54.0
EEE,2014J,348288,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,-24.0,NA,33.0,91.0,70.0,90.0,131.0,80.0,166.0,78.0,0.0,128.0,185.0,3.0,231.0,138.0,0.0,93.0,6.0,45.0,30.0
EEE,2014J,355049,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-101.0,NA,30.0,87.0,68.0,87.0,129.0,61.0,165.0,79.0,0.0,286.0,414.0,18.0,1488.0,214.0,0.0,219.0,15.0,57.0,55.0
EEE,2014J,355617,F,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass,-100.0,NA,30.0,81.0,65.0,95.0,128.0,83.0,146.0,57.0,0.0,180.0,165.0,0.0,553.0,32.0,0.0,109.0,4.0,3.0,19.0
EEE,2014J,356735,M,Scotland,A Level or Equivalent,80-90%,0-35,0,30,Y,Pass,-63.0,NA,32.0,97.0,67.0,96.0,130.0,87.0,165.0,83.0,0.0,817.0,422.0,2.0,1249.0,82.0,0.0,144.0,11.0,10.0,62.0
EEE,2014J,360266,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Distinction,-106.0,NA,32.0,100.0,65.0,97.0,129.0,97.0,164.0,90.0,1.0,1931.0,706.0,2.0,906.0,447.0,1.0,120.0,32.0,110.0,59.0
EEE,2014J,364322,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-25.0,NA,33.0,55.0,80.0,90.0,152.0,65.0,178.0,88.0,0.0,156.0,129.0,2.0,397.0,76.0,0.0,160.0,22.0,44.0,18.0
EEE,2014J,369713,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-59.0,NA,28.0,94.0,67.0,94.0,128.0,82.0,157.0,88.0,0.0,184.0,218.0,15.0,523.0,301.0,0.0,165.0,37.0,14.0,30.0
EEE,2014J,369942,M,South Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,-46.0,NA,32.0,93.0,68.0,96.0,139.0,87.0,166.0,79.0,0.0,159.0,328.0,3.0,919.0,569.0,0.0,157.0,47.0,37.0,39.0
EEE,2014J,372577,M,South Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,-101.0,194.0,33.0,42.0,68.0,34.0,133.0,20.0,169.0,29.0,0.0,127.0,163.0,0.0,107.0,169.0,0.0,3.0,3.0,34.0,6.0
EEE,2014J,378825,M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-29.0,NA,30.0,84.0,68.0,89.0,131.0,88.0,166.0,67.0,1.0,381.0,299.0,7.0,747.0,154.0,0.0,100.0,21.0,41.0,32.0
EEE,2014J,381185,M,Scotland,HE Qualification,80-90%,35-55,0,120,N,Distinction,-22.0,NA,33.0,98.0,68.0,97.0,129.0,90.0,166.0,91.0,0.0,1551.0,1004.0,0.0,1173.0,185.0,0.0,74.0,76.0,75.0,178.0
EEE,2014J,381586,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-88.0,NA,32.0,89.0,67.0,96.0,130.0,55.0,166.0,54.0,0.0,223.0,219.0,1.0,483.0,110.0,0.0,99.0,9.0,22.0,22.0
EEE,2014J,381983,F,Wales,HE Qualification,20-30%,35-55,0,30,N,Fail,-14.0,NA,30.0,75.0,75.0,52.0,NA,NA,NA,NA,1.0,185.0,105.0,3.0,297.0,0.0,1.0,149.0,3.0,45.0,20.0
EEE,2014J,382432,M,South West Region,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,-23.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,29.0,93.0,2.0,147.0,0.0,0.0,180.0,10.0,14.0,6.0
EEE,2014J,387944,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-74.0,NA,40.0,56.0,68.0,71.0,131.0,25.0,NA,NA,0.0,10.0,290.0,2.0,640.0,355.0,0.0,124.0,19.0,109.0,35.0
EEE,2014J,388252,M,West Midlands Region,Lower Than A Level,70-80%,0-35,1,30,N,Withdrawn,-84.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEE,2014J,390332,M,North Western Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-57.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EEE,2014J,391301,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,30,N,Fail,-30.0,NA,36.0,81.0,66.0,85.0,130.0,73.0,NA,NA,0.0,63.0,59.0,1.0,89.0,27.0,0.0,1.0,1.0,11.0,13.0
EEE,2014J,391572,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-154.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEE,2014J,396674,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-30.0,NA,33.0,96.0,68.0,100.0,143.0,94.0,167.0,88.0,0.0,348.0,269.0,2.0,462.0,147.0,0.0,87.0,6.0,12.0,46.0
